gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Adipo	B cell	Basal	Endo	HormSens	LumProg	Monocyte/Inf mac	Neutrophil/Granulocyte	Proliferating immune	Stroma_0	Stroma_1	Stroma_2	Stroma_3	Stroma_4	T cell	Tissue-resident mac	cDC1
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	CYP19A1	0.0	0.014	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	HSD17B1	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.007	0.0	0.0	0.0	0.003	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	HSD17B1	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.007	0.0	0.0	0.0	0.003	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	HSD17B1	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.007	0.0	0.0	0.0	0.003	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	HSD17B1	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.007	0.0	0.0	0.0	0.003	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0B6CBE509	HDC	0.001	0.0	0.003	0.036	0.01	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.014	0.004	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0FF6E7611	HDC	0.001	0.0	0.003	0.036	0.01	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.014	0.004	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS045AC7D7C	HDC	0.001	0.0	0.003	0.036	0.01	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.014	0.004	0.0
IL12A	P29459	True	IL12A_HUMAN	IL12	CPI-CC025CA2E0D	IL12A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	IL12A	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL12B	P29460	True	IL12B_HUMAN	IL12	CPI-CC025CA2E0D	IL12B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL12B	P29460	True	IL12B_HUMAN	IL23	CPI-CC08EF3C145	IL12B	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL23A	Q9NPF7	True	IL23A_HUMAN	IL23	CPI-CC08EF3C145	IL23A	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC0B5110FC9	EBI3	0.002	0.0	0.01	0.0	0.0	0.005	0.069	0.106	0.075	0.005	0.0	0.0	0.005	0.0	0.006	0.063	0.037
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	EBI3	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC0B5110FC9	IL27	0.002	0.0	0.01	0.0	0.0	0.005	0.069	0.106	0.075	0.005	0.0	0.0	0.005	0.0	0.006	0.063	0.037
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGB1	0.286	0.739	0.849	0.206	0.898	0.565	0.663	0.674	0.591	0.544	0.229	0.502	0.581	0.322	0.424	0.145	0.569
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGAV	0.286	0.739	0.849	0.206	0.898	0.565	0.663	0.674	0.591	0.544	0.229	0.502	0.581	0.322	0.424	0.145	0.569
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGAV	0.022	0.083	0.372	0.049	0.025	0.156	0.014	0.026	0.0	0.432	0.165	0.256	0.276	0.224	0.124	0.021	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGAV	0.022	0.083	0.372	0.049	0.025	0.156	0.014	0.026	0.0	0.432	0.165	0.256	0.276	0.224	0.124	0.021	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGAV	0.286	1.808	0.467	0.206	0.758	0.445	0.119	0.429	0.438	0.463	0.225	0.329	0.421	0.244	0.09	0.145	0.176
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGB3	0.022	0.083	0.372	0.049	0.025	0.156	0.014	0.026	0.0	0.432	0.165	0.256	0.276	0.224	0.124	0.021	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGB3	0.022	0.083	0.372	0.049	0.025	0.156	0.014	0.026	0.0	0.432	0.165	0.256	0.276	0.224	0.124	0.021	0.0
ITGB5	P18084	True	ITB5_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGB5	0.286	1.808	0.467	0.206	0.758	0.445	0.119	0.429	0.438	0.463	0.225	0.329	0.421	0.244	0.09	0.145	0.176
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	LTA4H	0.152	0.196	0.156	0.223	0.35	0.229	0.324	0.141	0.218	0.188	0.107	0.171	0.229	0.091	0.324	0.176	0.12
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5AP	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5AP	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	ALOX5AP	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5AP	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	ALOX5	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	LTC4S	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	LTC4S	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	LTC4S	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	LTC4S	0.007	0.008	0.003	0.0	0.0	0.009	0.047	0.036	0.0	0.007	0.016	0.01	0.005	0.0	0.0	0.24	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS0215886EA	LTC4S	0.117	0.027	0.023	0.037	0.017	0.02	0.047	0.052	0.0	0.029	0.037	0.028	0.03	0.029	0.025	0.24	0.0
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	DPEP1	0.08	0.178	0.056	0.071	0.058	0.051	0.098	0.124	0.151	1.22	0.704	1.341	1.082	1.274	0.067	0.071	0.094
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	DPEP2	0.002	0.0	0.0	0.005	0.193	0.002	0.159	0.038	0.0	0.002	0.0	0.003	0.0	0.0	0.017	0.028	0.0
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0C89AD6A7	DPEP3	0.0	0.0	0.0	0.0	0.025	0.0	0.025	0.0	0.043	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C94B5884	ALOX12	0.006	0.0	0.027	0.044	0.01	0.006	0.013	0.0	0.0	0.004	0.006	0.004	0.004	0.0	0.0	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	ALOX12	0.006	0.0	0.027	0.044	0.01	0.006	0.013	0.0	0.0	0.004	0.006	0.004	0.004	0.0	0.0	0.0	0.0
TPO	P07202	True	PERT_HUMAN	Lthyroxine_byTPO	CPI-CS0245870E9	TPO	0.005	0.0	0.003	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0
ASMT	P46597	True	ASMT_HUMAN	Melatonin_byASMT	CPI-CS0586481F9	ASMT	0.0	0.0	0.002	0.003	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CS0B678BD26	HSD3B1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC00F72C88E	HSD3B1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC0D9FA0EF1	HSD3B1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC06974BF7D	HSD3B1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC0781A8930	HSD3B1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC090601624	HSD3B1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD3B1	P14060	True	3BHS1_HUMAN	Progesterone_byHSD3B1	CPI-CC09444672C	HSD3B1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGIS	Q16647	True	PTGIS_HUMAN	Prostacyclin_byPTGIS	CPI-CS09A35DD21	PTGIS	0.023	0.01	0.017	0.012	0.006	0.016	0.0	0.036	0.0	0.445	0.198	0.076	0.116	0.108	0.047	0.002	0.0
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS09DCEBC2B	PTGES	0.211	0.068	0.059	0.04	0.075	0.281	0.061	0.0	0.107	0.331	0.166	0.169	0.158	0.352	0.06	0.022	0.039
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS0F0453B03	PTGES	0.211	0.068	0.059	0.04	0.075	0.281	0.061	0.0	0.107	0.331	0.166	0.169	0.158	0.352	0.06	0.022	0.039
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS080C76630	PTGES	0.211	0.068	0.059	0.04	0.075	0.281	0.061	0.0	0.107	0.331	0.166	0.169	0.158	0.352	0.06	0.022	0.039
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS023F349AF	PTGES	0.211	0.068	0.059	0.04	0.075	0.281	0.061	0.0	0.107	0.331	0.166	0.169	0.158	0.352	0.06	0.022	0.039
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0DEB18CB6	PTGES2	0.065	0.04	0.037	0.035	0.049	0.059	0.022	0.08	0.046	0.034	0.021	0.035	0.033	0.062	0.031	0.017	0.0
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0086A177F	PTGES2	0.065	0.04	0.037	0.035	0.049	0.059	0.022	0.08	0.046	0.034	0.021	0.035	0.033	0.062	0.031	0.017	0.0
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0F721837F	PTGES2	0.065	0.04	0.037	0.035	0.049	0.059	0.022	0.08	0.046	0.034	0.021	0.035	0.033	0.062	0.031	0.017	0.0
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS08E678B9D	PTGES2	0.065	0.04	0.037	0.035	0.049	0.059	0.022	0.08	0.046	0.034	0.021	0.035	0.033	0.062	0.031	0.017	0.0
CBR1	P16152	True	CBR1_HUMAN	ProstaglandinF2a_byCBR1	CPI-CS08EDCA6A3	CBR1	0.109	0.032	0.025	0.026	0.214	0.06	0.019	0.0	0.0	0.041	0.036	0.049	0.032	0.029	0.008	0.033	0.0
PRXL2B	Q8TBF2	True	PXL2B_HUMAN	ProstaglandinF2a_byPRXL2B	CPI-CS09B28AAF8	PRXL2B	0.017	0.027	0.02	0.0	0.09	0.027	0.0	0.0	0.0	0.007	0.038	0.0	0.011	0.0	0.0	0.058	0.019
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0B7FF1D20	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS08B8EB95C	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0DF5F733F	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS029E9BA69	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS07508694A	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS062F16E86	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0AB91708D	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0E5E6A50E	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.027	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS09E4953BB	DDC	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS0130E63E9	DDC	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS05C6641C3	DDC	0.003	0.0	0.002	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS0DEA717AA	DDC	0.003	0.0	0.002	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A2	CPI-CS04B5BF177	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.022	0.0	0.014	0.029	0.0	0.019	0.008	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A2	CPI-CS02C89A362	DDC	0.003	0.0	0.004	0.008	0.0	0.004	0.0	0.0	0.0	0.022	0.0	0.014	0.029	0.0	0.019	0.008	0.0
AKR1D1	P51857	True	AK1D1_HUMAN	Testosterone_byAKR1D1	CPI-CS0787D04B3	AKR1D1	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B12	Q53GQ0	True	DHB12_HUMAN	Testosterone_byHSD17B12	CPI-CS0BE6576AD	HSD17B12	1.189	0.672	0.372	0.328	0.618	0.605	0.502	0.35	0.933	0.38	0.327	0.372	0.33	0.334	0.368	0.576	0.445
TBXAS1	P24557	True	THAS_HUMAN	ThromboxaneA2_byTBXAS1	CPI-CS0D01AFCC7	TBXAS1	0.062	1.269	0.029	0.061	0.028	0.042	1.957	0.416	1.047	0.046	0.052	0.092	0.051	0.02	0.071	1.569	1.034
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS00F1C7E51	TPH1	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS0CA60CF5D	TPH1	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C928856	TPH1	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS0D12BDF23	TPH1	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C8BD0AD	TPH1	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS091CE4B74	TPH1	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A1	CPI-CS07F93AAE6	TPH1	0.007	0.0	0.002	0.0	0.064	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.023
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A1	CPI-CS0124AABB1	TPH1	0.007	0.0	0.002	0.0	0.064	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.023
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A1	CPI-CS0E217D222	TPH1	0.007	0.0	0.002	0.0	0.064	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.023
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A1	CPI-CS0B361C48F	TPH1	0.007	0.0	0.002	0.0	0.064	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.023
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A1	CPI-CS00A17284C	TPH1	0.007	0.0	0.002	0.0	0.064	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.023
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A1	CPI-CS0F1FE8541	TPH1	0.007	0.0	0.002	0.0	0.064	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.023
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS0B5EFDF87	TPH1	0.011	0.0	0.022	0.02	0.024	0.012	0.0	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.015	0.013	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS0D82F92E9	TPH1	0.011	0.0	0.022	0.02	0.024	0.012	0.0	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.015	0.013	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS09463D22E	TPH1	0.011	0.0	0.022	0.02	0.024	0.012	0.0	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.015	0.013	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS0FBE83390	TPH1	0.011	0.0	0.022	0.02	0.024	0.012	0.0	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.015	0.013	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS00CB2214E	TPH1	0.011	0.0	0.022	0.02	0.024	0.012	0.0	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.015	0.013	0.0
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS059692236	TPH1	0.011	0.0	0.022	0.02	0.024	0.012	0.0	0.0	0.0	0.008	0.0	0.008	0.0	0.0	0.015	0.013	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS00F1C7E51	SLC6A4	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS0CA60CF5D	SLC6A4	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C928856	SLC6A4	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS0D12BDF23	SLC6A4	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C8BD0AD	SLC6A4	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS091CE4B74	SLC6A4	0.002	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS01EA98FFF	SLC6A4	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS048019E82	SLC6A4	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS0DB983DDE	SLC6A4	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS0470204FB	SLC6A4	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS0DC68F1EA	SLC6A4	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS08EFEF89B	SLC6A4	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
