source	target	weight
GO:0035150	GO:0035296	1
GO:0003018	GO:0097746	0.653061224489796
GO:0008217	GO:0097746	0.258620689655172
GO:0035150	GO:0097746	1
GO:0035296	GO:0097746	1
GO:0001659	GO:1990845	0.714285714285714
GO:0030001	GO:0098662	0.703125
GO:0097553	GO:0098662	0.354166666666667
GO:0140972	GO:0140971	1
GO:2001056	GO:0140971	0.346153846153846
GO:0141084	GO:0140971	0.6
GO:0140970	GO:0140971	0.9
GO:0006935	GO:0040017	0.272151898734177
GO:0042330	GO:0040017	0.272151898734177
GO:0002685	GO:0040017	0.277777777777778
GO:0050920	GO:0040017	0.325925925925926
GO:0002697	GO:0001910	0.257142857142857
GO:0001906	GO:0001910	0.470588235294118
GO:0001909	GO:0001910	0.666666666666667
GO:0031341	GO:0001910	0.9
GO:0000768	GO:0140253	1
GO:0050878	GO:0042060	0.443181818181818
GO:0050817	GO:0042060	0.550724637681159
GO:0007596	GO:0042060	0.550724637681159
GO:0061448	GO:0051216	0.772727272727273
GO:0001501	GO:0051216	0.5
GO:0031347	GO:0032102	0.30635838150289
GO:0001906	GO:0002228	0.352941176470588
GO:0001909	GO:0002228	0.5
GO:0031341	GO:0002228	0.416666666666667
GO:0001910	GO:0002228	0.454545454545455
GO:0046209	GO:0045428	0.838709677419355
GO:0007159	GO:0007162	0.267326732673267
GO:0006858	GO:0003351	1
GO:0009617	GO:0033993	0.318681318681319
GO:0046209	GO:0080164	0.870967741935484
GO:0045428	GO:0080164	0.962962962962963
GO:0022613	GO:0022618	0.330827067669173
GO:0140972	GO:0141085	0.642857142857143
GO:2001056	GO:0141085	0.290322580645161
GO:0141084	GO:0141085	0.933333333333333
GO:0140970	GO:0141085	0.6
GO:0140971	GO:0141085	0.642857142857143
GO:0009617	GO:0071216	0.269230769230769
GO:0033993	GO:0071216	0.330708661417323
GO:0046209	GO:2001057	1
GO:0045428	GO:2001057	0.838709677419355
GO:0080164	GO:2001057	0.870967741935484
GO:0001935	GO:0001936	0.595238095238095
GO:0006897	GO:0045807	0.253846153846154
GO:0046209	GO:0006809	0.935483870967742
GO:0045428	GO:0006809	0.896551724137931
GO:0080164	GO:0006809	0.866666666666667
GO:2001057	GO:0006809	0.935483870967742
GO:0014074	GO:0046683	0.875
GO:0048514	GO:0043542	0.254901960784314
GO:0040013	GO:0030336	0.849315068493151
GO:0022618	GO:0042255	0.263157894736842
GO:0140972	GO:0141086	0.9
GO:2001056	GO:0141086	0.333333333333333
GO:0141084	GO:0141086	0.666666666666667
GO:0140970	GO:0141086	0.818181818181818
GO:0140971	GO:0141086	0.9
GO:0141085	GO:0141086	0.714285714285714
GO:0043255	GO:0062013	0.340909090909091
