"Gene"	"IS01"	"IS02"	"State"	"MaxFC"	"InitialState"
"Nlrp1c-ps"	"Nlrp1c-ps"	0.891404333670293	-0.891404333670293	"S01"	0.891404333670293	"IS01"
"P2ry6"	"P2ry6"	0.89067210497239	-0.89067210497239	"S01"	0.89067210497239	"IS01"
"Nfatc1"	"Nfatc1"	0.89007826659763	-0.89007826659763	"S01"	0.89007826659763	"IS01"
"Apobec1"	"Apobec1"	0.889088984565635	-0.889088984565635	"S01"	0.889088984565635	"IS01"
"Nbas"	"Nbas"	0.888498165220059	-0.888498165220059	"S01"	0.888498165220059	"IS01"
"Csnk2a1"	"Csnk2a1"	0.888172780060397	-0.888172780060397	"S01"	0.888172780060397	"IS01"
"Tlk1"	"Tlk1"	0.887753192940764	-0.887753192940764	"S01"	0.887753192940764	"IS01"
"Cap1"	"Cap1"	0.887277188339941	-0.887277188339941	"S01"	0.887277188339941	"IS01"
"Apc"	"Apc"	0.887257414211699	-0.887257414211699	"S01"	0.887257414211699	"IS01"
"Lrrc4"	"Lrrc4"	0.887076614040385	-0.887076614040385	"S01"	0.887076614040385	"IS01"
"Arhgap22"	"Arhgap22"	0.886925610725133	-0.886925610725133	"S01"	0.886925610725133	"IS01"
"Phf20"	"Phf20"	0.885356055991228	-0.885356055991228	"S01"	0.885356055991228	"IS01"
"Slc30a7"	"Slc30a7"	0.884869125461452	-0.884869125461452	"S01"	0.884869125461452	"IS01"
"Nceh1"	"Nceh1"	0.884821772953538	-0.884821772953538	"S01"	0.884821772953538	"IS01"
"Gm43011"	"Gm43011"	0.884672937208246	-0.884672937208246	"S01"	0.884672937208246	"IS01"
"Camk1"	"Camk1"	0.883850398609772	-0.883850398609772	"S01"	0.883850398609772	"IS01"
"Lpcat2"	"Lpcat2"	0.883727700423574	-0.883727700423574	"S01"	0.883727700423574	"IS01"
"Stard5"	"Stard5"	0.883377911142061	-0.883377911142061	"S01"	0.883377911142061	"IS01"
"Tbxas1"	"Tbxas1"	0.883242729489198	-0.883242729489198	"S01"	0.883242729489198	"IS01"
"Gm38042"	"Gm38042"	0.881733204604653	-0.881733204604653	"S01"	0.881733204604653	"IS01"
"Nfkb1"	"Nfkb1"	0.88166390089659	-0.88166390089659	"S01"	0.88166390089659	"IS01"
"Parp8"	"Parp8"	0.881354622473431	-0.881354622473431	"S01"	0.881354622473431	"IS01"
"Zfhx3"	"Zfhx3"	0.879412145696383	-0.879412145696383	"S01"	0.879412145696383	"IS01"
"Stx7"	"Stx7"	0.878437861610975	-0.878437861610975	"S01"	0.878437861610975	"IS01"
"I830077J02Rik"	"I830077J02Rik"	0.877707450314034	-0.877707450314034	"S01"	0.877707450314034	"IS01"
"Plcl1"	"Plcl1"	0.876096892214574	-0.876096892214574	"S01"	0.876096892214574	"IS01"
"Tgs1"	"Tgs1"	0.872963562562852	-0.872963562562852	"S01"	0.872963562562852	"IS01"
"P4ha1"	"P4ha1"	0.87264819668983	-0.87264819668983	"S01"	0.87264819668983	"IS01"
"Ube2k"	"Ube2k"	0.870846060329308	-0.870846060329308	"S01"	0.870846060329308	"IS01"
"Rnf115"	"Rnf115"	0.870499945224364	-0.870499945224364	"S01"	0.870499945224364	"IS01"
"Sirpa"	"Sirpa"	0.869640469156762	-0.869640469156762	"S01"	0.869640469156762	"IS01"
"Marf1"	"Marf1"	0.86787420779654	-0.86787420779654	"S01"	0.86787420779654	"IS01"
"P2ry12"	"P2ry12"	0.867640738717577	-0.867640738717577	"S01"	0.867640738717577	"IS01"
"Ep300"	"Ep300"	0.867397093438054	-0.867397093438054	"S01"	0.867397093438054	"IS01"
"Zup1"	"Zup1"	0.864334140078759	-0.864334140078759	"S01"	0.864334140078759	"IS01"
"Fgd4"	"Fgd4"	0.864032145634947	-0.864032145634947	"S01"	0.864032145634947	"IS01"
"Rnpep"	"Rnpep"	0.86400858573877	-0.86400858573877	"S01"	0.86400858573877	"IS01"
"Fip1l1"	"Fip1l1"	0.862996240904439	-0.862996240904439	"S01"	0.862996240904439	"IS01"
"Rnf149"	"Rnf149"	0.862299627170293	-0.862299627170293	"S01"	0.862299627170293	"IS01"
"Cul5"	"Cul5"	0.861005836501492	-0.861005836501492	"S01"	0.861005836501492	"IS01"
"Pde4dip"	"Pde4dip"	0.859089906850919	-0.859089906850919	"S01"	0.859089906850919	"IS01"
"Lcorl"	"Lcorl"	0.858441141489138	-0.858441141489138	"S01"	0.858441141489138	"IS01"
"Gkap1"	"Gkap1"	0.857093105270231	-0.857093105270231	"S01"	0.857093105270231	"IS01"
"Sipa1l3"	"Sipa1l3"	0.856354467848395	-0.856354467848395	"S01"	0.856354467848395	"IS01"
"Rassf3"	"Rassf3"	0.856068601719082	-0.856068601719082	"S01"	0.856068601719082	"IS01"
"Invs"	"Invs"	0.855238926128541	-0.855238926128541	"S01"	0.855238926128541	"IS01"
"Pisd"	"Pisd"	0.853258037530343	-0.853258037530343	"S01"	0.853258037530343	"IS01"
"Rps6ka5"	"Rps6ka5"	0.853183906198227	-0.853183906198227	"S01"	0.853183906198227	"IS01"
"Gm27017"	"Gm27017"	0.853115183989039	-0.853115183989039	"S01"	0.853115183989039	"IS01"
"Arih2"	"Arih2"	0.851894579610962	-0.851894579610962	"S01"	0.851894579610962	"IS01"
"Cyrib"	"Cyrib"	0.850034985519595	-0.850034985519595	"S01"	0.850034985519595	"IS01"
"Rnf13"	"Rnf13"	0.847073976245703	-0.847073976245703	"S01"	0.847073976245703	"IS01"
"Ptk2b"	"Ptk2b"	0.846842537577018	-0.846842537577018	"S01"	0.846842537577018	"IS01"
"Srgap2"	"Srgap2"	0.846092087858387	-0.846092087858387	"S01"	0.846092087858387	"IS01"
"Mapkapk3"	"Mapkapk3"	0.845201677108905	-0.845201677108905	"S01"	0.845201677108905	"IS01"
"Tnfrsf11a"	"Tnfrsf11a"	0.843787985784445	-0.843787985784445	"S01"	0.843787985784445	"IS01"
"Prpf40a"	"Prpf40a"	0.843511131272149	-0.843511131272149	"S01"	0.843511131272149	"IS01"
"Slc25a25"	"Slc25a25"	0.843454832777025	-0.843454832777025	"S01"	0.843454832777025	"IS01"
"Tmx3"	"Tmx3"	0.840817492022178	-0.840817492022178	"S01"	0.840817492022178	"IS01"
"Acss1"	"Acss1"	0.840691512550684	-0.840691512550684	"S01"	0.840691512550684	"IS01"
"Maml3"	"Maml3"	0.840271129491159	-0.840271129491159	"S01"	0.840271129491159	"IS01"
"Dock4"	"Dock4"	0.84016346023797	-0.84016346023797	"S01"	0.84016346023797	"IS01"
"Cdyl"	"Cdyl"	0.839532297263473	-0.839532297263473	"S01"	0.839532297263473	"IS01"
"Ldlrad4"	"Ldlrad4"	0.838318153416392	-0.838318153416392	"S01"	0.838318153416392	"IS01"
"Abcc3"	"Abcc3"	0.837052610223399	-0.837052610223399	"S01"	0.837052610223399	"IS01"
"Hspa4"	"Hspa4"	0.835860806471573	-0.835860806471573	"S01"	0.835860806471573	"IS01"
"H2-Aa"	"H2-Aa"	0.834986720270631	-0.834986720270631	"S01"	0.834986720270631	"IS01"
"Etnk1"	"Etnk1"	0.834039777570893	-0.834039777570893	"S01"	0.834039777570893	"IS01"
"Klhdc10"	"Klhdc10"	0.833953597783567	-0.833953597783567	"S01"	0.833953597783567	"IS01"
"Bmpr2"	"Bmpr2"	0.833772380743368	-0.833772380743368	"S01"	0.833772380743368	"IS01"
"Wdr43"	"Wdr43"	0.83339200031827	-0.83339200031827	"S01"	0.83339200031827	"IS01"
"Tmem170b"	"Tmem170b"	0.833343958459976	-0.833343958459976	"S01"	0.833343958459976	"IS01"
"Hdac9"	"Hdac9"	0.832782522056373	-0.832782522056373	"S01"	0.832782522056373	"IS01"
"Psme4"	"Psme4"	0.832609545503508	-0.832609545503508	"S01"	0.832609545503508	"IS01"
"Acp5"	"Acp5"	0.83245101034251	-0.83245101034251	"S01"	0.83245101034251	"IS01"
"Hps5"	"Hps5"	0.832399241309184	-0.832399241309184	"S01"	0.832399241309184	"IS01"
"Gm35154"	"Gm35154"	0.831916535494412	-0.831916535494412	"S01"	0.831916535494412	"IS01"
"Tex2"	"Tex2"	0.831688087067612	-0.831688087067612	"S01"	0.831688087067612	"IS01"
"Rab9"	"Rab9"	0.831516923419198	-0.831516923419198	"S01"	0.831516923419198	"IS01"
"Fth1"	"Fth1"	0.831437069218391	-0.831437069218391	"S01"	0.831437069218391	"IS01"
"Trappc11"	"Trappc11"	0.829912949983096	-0.829912949983096	"S01"	0.829912949983096	"IS01"
"Phkb"	"Phkb"	0.829902571279589	-0.829902571279589	"S01"	0.829902571279589	"IS01"
"8030442B05Rik"	"8030442B05Rik"	0.829389169345205	-0.829389169345205	"S01"	0.829389169345205	"IS01"
"Map4"	"Map4"	0.827519851080549	-0.827519851080549	"S01"	0.827519851080549	"IS01"
"Sipa1"	"Sipa1"	0.826901056038204	-0.826901056038204	"S01"	0.826901056038204	"IS01"
"Zdhhc14"	"Zdhhc14"	0.825504530651532	-0.825504530651532	"S01"	0.825504530651532	"IS01"
"Tra2b"	"Tra2b"	0.824690042031433	-0.824690042031433	"S01"	0.824690042031433	"IS01"
"Ssh2"	"Ssh2"	0.8243070817809	-0.8243070817809	"S01"	0.8243070817809	"IS01"
"Cers6"	"Cers6"	0.820937464475597	-0.820937464475597	"S01"	0.820937464475597	"IS01"
"Bmp2k"	"Bmp2k"	0.81976800733427	-0.81976800733427	"S01"	0.81976800733427	"IS01"
"Tpst2"	"Tpst2"	0.818641920378088	-0.818641920378088	"S01"	0.818641920378088	"IS01"
"Amfr"	"Amfr"	0.817230782619332	-0.817230782619332	"S01"	0.817230782619332	"IS01"
"Adam22"	"Adam22"	0.815766247097163	-0.815766247097163	"S01"	0.815766247097163	"IS01"
"Ifngr2"	"Ifngr2"	0.815722986144161	-0.815722986144161	"S01"	0.815722986144161	"IS01"
"Mvb12b"	"Mvb12b"	0.815492050316105	-0.815492050316105	"S01"	0.815492050316105	"IS01"
"Prkcb"	"Prkcb"	0.811544029616738	-0.811544029616738	"S01"	0.811544029616738	"IS01"
"Itpr2"	"Itpr2"	0.807780978110875	-0.807780978110875	"S01"	0.807780978110875	"IS01"
"Inpp4b"	"Inpp4b"	0.807174855369987	-0.807174855369987	"S01"	0.807174855369987	"IS01"
"Ambra1"	"Ambra1"	0.807057922039322	-0.807057922039322	"S01"	0.807057922039322	"IS01"
"Lats1"	"Lats1"	0.804845202338507	-0.804845202338507	"S01"	0.804845202338507	"IS01"
"Kpna1"	"Kpna1"	0.804732249568331	-0.804732249568331	"S01"	0.804732249568331	"IS01"
"Chm"	"Chm"	0.804029490289272	-0.804029490289272	"S01"	0.804029490289272	"IS01"
"Man1a2"	"Man1a2"	0.801918328059908	-0.801918328059908	"S01"	0.801918328059908	"IS01"
"Lap3"	"Lap3"	0.801825815051939	-0.801825815051939	"S01"	0.801825815051939	"IS01"
"Myof"	"Myof"	0.800120742622888	-0.800120742622888	"S01"	0.800120742622888	"IS01"
"Fam174a"	"Fam174a"	0.799955794631816	-0.799955794631816	"S01"	0.799955794631816	"IS01"
"Fam234b"	"Fam234b"	0.799633097724925	-0.799633097724925	"S01"	0.799633097724925	"IS01"
"Slc15a3"	"Slc15a3"	0.797929679262767	-0.797929679262767	"S01"	0.797929679262767	"IS01"
"Mtpn"	"Mtpn"	0.796166293706904	-0.796166293706904	"S01"	0.796166293706904	"IS01"
"Etf1"	"Etf1"	0.795146957076421	-0.795146957076421	"S01"	0.795146957076421	"IS01"
"Tmem68"	"Tmem68"	0.790428780274753	-0.790428780274753	"S01"	0.790428780274753	"IS01"
"Gm13710"	"Gm13710"	0.79035887723956	-0.79035887723956	"S01"	0.79035887723956	"IS01"
"Hs2st1"	"Hs2st1"	0.789955070408642	-0.789955070408642	"S01"	0.789955070408642	"IS01"
"Oma1"	"Oma1"	0.78893412042422	-0.78893412042422	"S01"	0.78893412042422	"IS01"
"Cx3cr1"	"Cx3cr1"	0.788069340666384	-0.788069340666384	"S01"	0.788069340666384	"IS01"
"Atp6ap2"	"Atp6ap2"	0.786213106853258	-0.786213106853258	"S01"	0.786213106853258	"IS01"
"Frrs1"	"Frrs1"	0.786099510854941	-0.786099510854941	"S01"	0.786099510854941	"IS01"
"Spsb1"	"Spsb1"	0.785046514306631	-0.785046514306631	"S01"	0.785046514306631	"IS01"
"Mertk"	"Mertk"	0.78223003602293	-0.78223003602293	"S01"	0.78223003602293	"IS01"
"Efhd2"	"Efhd2"	0.782078832297516	-0.782078832297516	"S01"	0.782078832297516	"IS01"
"Rasa2"	"Rasa2"	0.780246066138089	-0.780246066138089	"S01"	0.780246066138089	"IS01"
"Tnfsf13b"	"Tnfsf13b"	0.77981669848668	-0.77981669848668	"S01"	0.77981669848668	"IS01"
"Uqcrc2"	"Uqcrc2"	0.777121784882944	-0.777121784882944	"S01"	0.777121784882944	"IS01"
"4930469K13Rik"	"4930469K13Rik"	0.776015945801451	-0.776015945801451	"S01"	0.776015945801451	"IS01"
"Mbtd1"	"Mbtd1"	0.773887735520297	-0.773887735520297	"S01"	0.773887735520297	"IS01"
"Inpp5d"	"Inpp5d"	0.773383642994353	-0.773383642994353	"S01"	0.773383642994353	"IS01"
"Enpp4"	"Enpp4"	0.772910796989644	-0.772910796989644	"S01"	0.772910796989644	"IS01"
"Tpd52"	"Tpd52"	0.771435494570637	-0.771435494570637	"S01"	0.771435494570637	"IS01"
"Lgals3bp"	"Lgals3bp"	0.769767198394963	-0.769767198394963	"S01"	0.769767198394963	"IS01"
"Scarb2"	"Scarb2"	0.768711967645261	-0.768711967645261	"S01"	0.768711967645261	"IS01"
"Tbc1d5"	"Tbc1d5"	0.767003255359077	-0.767003255359077	"S01"	0.767003255359077	"IS01"
"3110056K07Rik"	"3110056K07Rik"	0.76614310443959	-0.76614310443959	"S01"	0.76614310443959	"IS01"
"Gfpt1"	"Gfpt1"	0.763879621851714	-0.763879621851714	"S01"	0.763879621851714	"IS01"
"Kynu"	"Kynu"	0.763034261291405	-0.763034261291405	"S01"	0.763034261291405	"IS01"
"Pik3r1"	"Pik3r1"	0.763022347131462	-0.763022347131462	"S01"	0.763022347131462	"IS01"
"C1qa"	"C1qa"	0.762612830997673	-0.762612830997673	"S01"	0.762612830997673	"IS01"
"Slc23a2"	"Slc23a2"	0.760787958156172	-0.760787958156172	"S01"	0.760787958156172	"IS01"
"Vapa"	"Vapa"	0.760121559677756	-0.760121559677756	"S01"	0.760121559677756	"IS01"
"Ppp2ca"	"Ppp2ca"	0.757043046262095	-0.757043046262095	"S01"	0.757043046262095	"IS01"
"Elmo1"	"Elmo1"	0.755695756846009	-0.755695756846009	"S01"	0.755695756846009	"IS01"
"Ppp6c"	"Ppp6c"	0.75277852511404	-0.75277852511404	"S01"	0.75277852511404	"IS01"
"Gtf2h2"	"Gtf2h2"	0.752715434375027	-0.752715434375027	"S01"	0.752715434375027	"IS01"
"Gm20429"	"Gm20429"	0.752027601155321	-0.752027601155321	"S01"	0.752027601155321	"IS01"
"Adck1"	"Adck1"	0.751182021256231	-0.751182021256231	"S01"	0.751182021256231	"IS01"
"Stx6"	"Stx6"	0.747549521660195	-0.747549521660195	"S01"	0.747549521660195	"IS01"
"Gm40645"	"Gm40645"	0.746355092078301	-0.746355092078301	"S01"	0.746355092078301	"IS01"
"Zc3h12d"	"Zc3h12d"	0.744942874125097	-0.744942874125097	"S01"	0.744942874125097	"IS01"
"Tep1"	"Tep1"	0.744082606510847	-0.744082606510847	"S01"	0.744082606510847	"IS01"
"Cd86"	"Cd86"	0.74034820423287	-0.74034820423287	"S01"	0.74034820423287	"IS01"
"Fermt3"	"Fermt3"	0.739875562011505	-0.739875562011505	"S01"	0.739875562011505	"IS01"
"Epb41l2"	"Epb41l2"	0.739589041300225	-0.739589041300225	"S01"	0.739589041300225	"IS01"
"Abcc5"	"Abcc5"	0.737900549115318	-0.737900549115318	"S01"	0.737900549115318	"IS01"
"Ms4a6b"	"Ms4a6b"	0.736873200313737	-0.736873200313737	"S01"	0.736873200313737	"IS01"
"Dzip3"	"Dzip3"	0.736463726950394	-0.736463726950394	"S01"	0.736463726950394	"IS01"
"Atp8a1"	"Atp8a1"	0.733859615448665	-0.733859615448665	"S01"	0.733859615448665	"IS01"
"Ube2d2a"	"Ube2d2a"	0.73364769127974	-0.73364769127974	"S01"	0.73364769127974	"IS01"
"Wbp1l"	"Wbp1l"	0.732631138405908	-0.732631138405908	"S01"	0.732631138405908	"IS01"
"Mex3c"	"Mex3c"	0.730666254743134	-0.730666254743134	"S01"	0.730666254743134	"IS01"
"Ntpcr"	"Ntpcr"	0.727300349594584	-0.727300349594584	"S01"	0.727300349594584	"IS01"
"Hat1"	"Hat1"	0.726325306748167	-0.726325306748167	"S01"	0.726325306748167	"IS01"
"Txnl1"	"Txnl1"	0.724282216520627	-0.724282216520627	"S01"	0.724282216520627	"IS01"
"Tagap"	"Tagap"	0.724265631098041	-0.724265631098041	"S01"	0.724265631098041	"IS01"
"Plaur"	"Plaur"	0.721646244766825	-0.721646244766825	"S01"	0.721646244766825	"IS01"
"Lyn"	"Lyn"	0.718628832340383	-0.718628832340383	"S01"	0.718628832340383	"IS01"
"Tbl1x"	"Tbl1x"	0.717889389959434	-0.717889389959434	"S01"	0.717889389959434	"IS01"
"Tmem241"	"Tmem241"	0.717324427239299	-0.717324427239299	"S01"	0.717324427239299	"IS01"
"Slc36a1"	"Slc36a1"	0.717316518489917	-0.717316518489917	"S01"	0.717316518489917	"IS01"
"Tnfrsf21"	"Tnfrsf21"	0.714407559359864	-0.714407559359864	"S01"	0.714407559359864	"IS01"
"Dera"	"Dera"	0.713865413897699	-0.713865413897699	"S01"	0.713865413897699	"IS01"
"Clta"	"Clta"	0.713472429108701	-0.713472429108701	"S01"	0.713472429108701	"IS01"
"Fig4"	"Fig4"	0.712751858896747	-0.712751858896747	"S01"	0.712751858896747	"IS01"
"Dnase1l3"	"Dnase1l3"	0.710165800674692	-0.710165800674692	"S01"	0.710165800674692	"IS01"
"Arhgap39"	"Arhgap39"	0.706422527316382	-0.706422527316382	"S01"	0.706422527316382	"IS01"
"Nlrc5"	"Nlrc5"	0.705233500851004	-0.705233500851004	"S01"	0.705233500851004	"IS01"
"Cpped1"	"Cpped1"	0.701576100279068	-0.701576100279068	"S01"	0.701576100279068	"IS01"
"Ankrd10"	"Ankrd10"	0.701478709030959	-0.701478709030959	"S01"	0.701478709030959	"IS01"
"Mpeg1"	"Mpeg1"	0.700471010721463	-0.700471010721463	"S01"	0.700471010721463	"IS01"
"Gm13708"	"Gm13708"	0.697748613207537	-0.697748613207537	"S01"	0.697748613207537	"IS01"
"Gm32633"	"Gm32633"	0.697565392272706	-0.697565392272706	"S01"	0.697565392272706	"IS01"
"Vps26a"	"Vps26a"	0.693226955586502	-0.693226955586502	"S01"	0.693226955586502	"IS01"
"Rab32"	"Rab32"	0.692703196733134	-0.692703196733134	"S01"	0.692703196733134	"IS01"
"Psap"	"Psap"	0.687682537614599	-0.687682537614599	"S01"	0.687682537614599	"IS01"
"Acad8"	"Acad8"	0.686674564279684	-0.686674564279684	"S01"	0.686674564279684	"IS01"
"Srbd1"	"Srbd1"	0.686584063186598	-0.686584063186598	"S01"	0.686584063186598	"IS01"
"Tomm34"	"Tomm34"	0.683284876663015	-0.683284876663015	"S01"	0.683284876663015	"IS01"
"Ehd4"	"Ehd4"	0.683008969897689	-0.683008969897689	"S01"	0.683008969897689	"IS01"
"Tox4"	"Tox4"	0.681240039404204	-0.681240039404204	"S01"	0.681240039404204	"IS01"
"Msr1"	"Msr1"	0.67942135390806	-0.67942135390806	"S01"	0.67942135390806	"IS01"
"Rtcb"	"Rtcb"	0.677953737421638	-0.677953737421638	"S01"	0.677953737421638	"IS01"
"Pla2g7"	"Pla2g7"	0.673453991629294	-0.673453991629294	"S01"	0.673453991629294	"IS01"
"Gm43009"	"Gm43009"	0.673373721879595	-0.673373721879595	"S01"	0.673373721879595	"IS01"
"Irf5"	"Irf5"	0.665409078135577	-0.665409078135577	"S01"	0.665409078135577	"IS01"
"Acp1"	"Acp1"	0.664535112686794	-0.664535112686794	"S01"	0.664535112686794	"IS01"
"Rap2a"	"Rap2a"	0.656840858679524	-0.656840858679524	"S01"	0.656840858679524	"IS01"
"Eml6"	"Eml6"	0.652660101182494	-0.652660101182494	"S01"	0.652660101182494	"IS01"
"Chchd3"	"Chchd3"	0.648819933125263	-0.648819933125263	"S01"	0.648819933125263	"IS01"
"Tmem245"	"Tmem245"	0.643646970215064	-0.643646970215064	"S01"	0.643646970215064	"IS01"
"Btk"	"Btk"	0.642505386713532	-0.642505386713532	"S01"	0.642505386713532	"IS01"
"Dipk2a"	"Dipk2a"	0.642425897617873	-0.642425897617873	"S01"	0.642425897617873	"IS01"
"Stard13"	"Stard13"	0.639979292304381	-0.639979292304381	"S01"	0.639979292304381	"IS01"
"Fmnl2"	"Fmnl2"	0.637855741878716	-0.637855741878716	"S01"	0.637855741878716	"IS01"
"Rtf1"	"Rtf1"	0.635462484990721	-0.635462484990721	"S01"	0.635462484990721	"IS01"
"Ap2b1"	"Ap2b1"	0.631385481805629	-0.631385481805629	"S01"	0.631385481805629	"IS01"
"Emc2"	"Emc2"	0.630979051441391	-0.630979051441391	"S01"	0.630979051441391	"IS01"
"Nckap1l"	"Nckap1l"	0.623530600665531	-0.623530600665531	"S01"	0.623530600665531	"IS01"
"Stk40"	"Stk40"	0.622682867655913	-0.622682867655913	"S01"	0.622682867655913	"IS01"
"Pip4k2a"	"Pip4k2a"	0.621872945831226	-0.621872945831226	"S01"	0.621872945831226	"IS01"
"Tubgcp5"	"Tubgcp5"	0.621526583784051	-0.621526583784051	"S01"	0.621526583784051	"IS01"
"Suclg2"	"Suclg2"	0.617036637094302	-0.617036637094302	"S01"	0.617036637094302	"IS01"
"Primpol"	"Primpol"	0.614979212183776	-0.614979212183776	"S01"	0.614979212183776	"IS01"
"Slc9a3r1"	"Slc9a3r1"	0.614755198600317	-0.614755198600317	"S01"	0.614755198600317	"IS01"
"Slc7a6"	"Slc7a6"	0.61435379919286	-0.61435379919286	"S01"	0.61435379919286	"IS01"
"Tmem26"	"Tmem26"	0.608665936534787	-0.608665936534787	"S01"	0.608665936534787	"IS01"
"Gm1720"	"Gm1720"	0.604781956654539	-0.604781956654539	"S01"	0.604781956654539	"IS01"
"Saraf"	"Saraf"	0.604380798987016	-0.604380798987016	"S01"	0.604380798987016	"IS01"
"Gm43329"	"Gm43329"	0.603910047710333	-0.603910047710333	"S01"	0.603910047710333	"IS01"
"Ptgs1"	"Ptgs1"	0.6036614487597	-0.6036614487597	"S01"	0.6036614487597	"IS01"
"Gclc"	"Gclc"	0.60363522687054	-0.60363522687054	"S01"	0.60363522687054	"IS01"
"C3ar1"	"C3ar1"	0.6031535331183	-0.6031535331183	"S01"	0.6031535331183	"IS01"
"Dram2"	"Dram2"	0.600637108063647	-0.600637108063647	"S01"	0.600637108063647	"IS01"
"Pilra"	"Pilra"	0.590356841641256	-0.590356841641256	"S01"	0.590356841641256	"IS01"
"Pes1"	"Pes1"	0.587001236871442	-0.587001236871442	"S01"	0.587001236871442	"IS01"
"Cd244a"	"Cd244a"	0.586370580118325	-0.586370580118325	"S01"	0.586370580118325	"IS01"
"Otud4"	"Otud4"	0.58588725660175	-0.58588725660175	"S01"	0.58588725660175	"IS01"
"Pilrb2"	"Pilrb2"	0.584928912477241	-0.584928912477241	"S01"	0.584928912477241	"IS01"
"Gm44664"	"Gm44664"	0.584843750156709	-0.584843750156709	"S01"	0.584843750156709	"IS01"
"Pex7"	"Pex7"	0.580632645144121	-0.580632645144121	"S01"	0.580632645144121	"IS01"
"Gab3"	"Gab3"	0.574051810094603	-0.574051810094603	"S01"	0.574051810094603	"IS01"
"Abr"	"Abr"	0.566291882795015	-0.566291882795015	"S01"	0.566291882795015	"IS01"
"A630001G21Rik"	"A630001G21Rik"	0.561915983594703	-0.561915983594703	"S01"	0.561915983594703	"IS01"
"Gm43982"	"Gm43982"	0.558295241544992	-0.558295241544992	"S01"	0.558295241544992	"IS01"
"Gm42432"	"Gm42432"	0.557875372788996	-0.557875372788996	"S01"	0.557875372788996	"IS01"
"Hs1bp3"	"Hs1bp3"	0.556987476061319	-0.556987476061319	"S01"	0.556987476061319	"IS01"
"4833439L19Rik"	"4833439L19Rik"	0.555734230237479	-0.555734230237479	"S01"	0.555734230237479	"IS01"
"Parva"	"Parva"	0.555137426743156	-0.555137426743156	"S01"	0.555137426743156	"IS01"
"Gm45477"	"Gm45477"	0.546644415498628	-0.546644415498628	"S01"	0.546644415498628	"IS01"
"Tmem50b"	"Tmem50b"	0.542241138818457	-0.542241138818457	"S01"	0.542241138818457	"IS01"
"H2-DMb1"	"H2-DMb1"	0.532802289818092	-0.532802289818092	"S01"	0.532802289818092	"IS01"
"Setdb1"	"Setdb1"	0.528818722437117	-0.528818722437117	"S01"	0.528818722437117	"IS01"
"Nmrk1"	"Nmrk1"	0.527030785412189	-0.527030785412189	"S01"	0.527030785412189	"IS01"
"Gab2"	"Gab2"	0.519785958470048	-0.519785958470048	"S01"	0.519785958470048	"IS01"
"Inpp5b"	"Inpp5b"	0.514878332743602	-0.514878332743602	"S01"	0.514878332743602	"IS01"
"Golim4"	"Golim4"	0.499069476970183	-0.499069476970183	"S01"	0.499069476970183	"IS01"
"Limch1"	"Limch1"	0.494265329691614	-0.494265329691614	"S01"	0.494265329691614	"IS01"
"Cln8"	"Cln8"	0.469707272288238	-0.469707272288238	"S01"	0.469707272288238	"IS01"
"1810030O07Rik"	"1810030O07Rik"	0.468318006806624	-0.468318006806624	"S01"	0.468318006806624	"IS01"
"A530017D24Rik"	"A530017D24Rik"	0.46539232749255	-0.46539232749255	"S01"	0.46539232749255	"IS01"
"Ccdc157"	"Ccdc157"	0.46390958262133	-0.46390958262133	"S01"	0.46390958262133	"IS01"
"Pik3cg"	"Pik3cg"	0.449770626365899	-0.449770626365899	"S01"	0.449770626365899	"IS01"
"Map1b"	"Map1b"	0.432118114684952	-0.432118114684952	"S01"	0.432118114684952	"IS01"
"Mttp"	"Mttp"	0.431123272220118	-0.431123272220118	"S01"	0.431123272220118	"IS01"
"Mbd4"	"Mbd4"	0.428313192793794	-0.428313192793794	"S01"	0.428313192793794	"IS01"
"Clip4"	"Clip4"	0.398337039351366	-0.398337039351366	"S01"	0.398337039351366	"IS01"
"Mtss2"	"Mtss2"	0.39805722571542	-0.39805722571542	"S01"	0.39805722571542	"IS01"
"Sdk1"	"Sdk1"	0.395999955685727	-0.395999955685727	"S01"	0.395999955685727	"IS01"
"Slc25a47"	"Slc25a47"	0.392904109098787	-0.392904109098787	"S01"	0.392904109098787	"IS01"
"Ppp1r3b"	"Ppp1r3b"	0.361699515099064	-0.361699515099064	"S01"	0.361699515099064	"IS01"
"Fxyd3"	"Fxyd3"	0.361610210240219	-0.361610210240219	"S01"	0.361610210240219	"IS01"
"Gm45809"	"Gm45809"	0.361579629337831	-0.361579629337831	"S01"	0.361579629337831	"IS01"
"Prmt6"	"Prmt6"	0.361556287546658	-0.361556287546658	"S01"	0.361556287546658	"IS01"
"Gm17382"	"Gm17382"	0.360902612215792	-0.360902612215792	"S01"	0.360902612215792	"IS01"
"Snrnp35"	"Snrnp35"	0.360882865779109	-0.360882865779109	"S01"	0.360882865779109	"IS01"
"Gm12796"	"Gm12796"	0.360844937625669	-0.360844937625669	"S01"	0.360844937625669	"IS01"
"Col7a1"	"Col7a1"	0.360463218824064	-0.360463218824064	"S01"	0.360463218824064	"IS01"
"Elf5"	"Elf5"	0.360264355866503	-0.360264355866503	"S01"	0.360264355866503	"IS01"
"Gm50013"	"Gm50013"	0.359703038684651	-0.359703038684651	"S01"	0.359703038684651	"IS01"
