"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"	"InitialState"
"Ppp1r3d"	"Ppp1r3d"	-0.287320619971206	1.26899940487282	-0.287320619971206	-0.262551601008171	"S02"	1.26899940487282	"IS02"
"Cldn1"	"Cldn1"	-0.283444687075546	1.25188070125033	-0.283444687075546	-0.259009800258689	"S02"	1.25188070125033	"IS02"
"Gm44001"	"Gm44001"	-0.283266751880307	1.25109482080469	-0.283266751880307	-0.258847204304418	"S02"	1.25109482080469	"IS02"
"Hoxa5"	"Hoxa5"	-0.280301613527214	1.23799879307853	-0.280301613527214	-0.256137681326592	"S02"	1.23799879307853	"IS02"
"Vhl"	"Vhl"	-0.487488631803035	1.20494014496016	-0.27836877986234	0.00784114319031344	"S02"	1.20494014496016	"IS02"
"Ttc8"	"Ttc8"	-0.547313259924873	1.18428297027198	0.22951795951425	-0.500131082345142	"S02"	1.18428297027198	"IS02"
"Bcl11a"	"Bcl11a"	-0.551177202940139	1.16910139539937	0.494127927643323	-0.793416479961587	"S02"	1.16910139539937	"IS02"
"Sema4f"	"Sema4f"	-0.415959242177792	1.15683084976836	-0.195831913515468	-0.136659649264385	"S02"	1.15683084976836	"IS02"
"Gm48617"	"Gm48617"	-0.233533092150033	1.03143782366265	-0.233533092150033	-0.213400929033651	"S02"	1.03143782366265	"IS02"
"Gm15179"	"Gm15179"	-0.233317580401023	1.03048598010452	-0.233317580401023	-0.213203995883694	"S02"	1.03048598010452	"IS02"
"Alms1"	"Alms1"	-0.432798668905685	1.02870929319193	0.379033752183594	-0.693974428819134	"S02"	1.02870929319193	"IS02"
"Cxcl10"	"Cxcl10"	-0.232769752445935	1.02806640663621	-0.232769752445935	-0.212703394476458	"S02"	1.02806640663621	"IS02"
"Gm45060"	"Gm45060"	-0.232769752445935	1.02806640663621	-0.232769752445935	-0.212703394476458	"S02"	1.02806640663621	"IS02"
"D830026I12Rik"	"D830026I12Rik"	-0.231370542785239	1.02188656396814	-0.231370542785239	-0.211424806338235	"S02"	1.02188656396814	"IS02"
"Gm49526"	"Gm49526"	-0.230318397086465	1.01723958713189	-0.230318397086465	-0.210463362854873	"S02"	1.01723958713189	"IS02"
"Rec8"	"Rec8"	-0.23009911807481	1.01627110483041	-0.23009911807481	-0.210262987206291	"S02"	1.01627110483041	"IS02"
"Tbc1d9"	"Tbc1d9"	-1.24701176704044	1.00431381440154	0.853579635879027	-0.279424560895232	"S02"	1.00431381440154	"IS02"
"Gm52960"	"Gm52960"	-0.333657067738606	0.998132262817315	-0.333657067738606	0.0449141315163059	"S02"	0.998132262817315	"IS02"
"Ifi211"	"Ifi211"	-0.263749380807661	0.95846170486141	0.086620555349172	-0.498255317145273	"S02"	0.95846170486141	"IS02"
"Dipk2b"	"Dipk2b"	-0.329498944520518	0.946155451481697	-0.00873353592687249	-0.301093863096335	"S02"	0.946155451481697	"IS02"
"Zfp623"	"Zfp623"	-0.331763968390613	0.932815019918412	0.00370891551719548	-0.303163626287974	"S02"	0.932815019918412	"IS02"
"Hoxa3"	"Hoxa3"	0.00301786025542425	0.932572045031606	-0.331290429008576	-0.302730909266457	"S02"	0.932572045031606	"IS02"
"Chrm3"	"Chrm3"	0.0274628211975493	0.918496268492887	-0.254821366198082	-0.410206003684759	"S02"	0.918496268492887	"IS02"
"Ece1"	"Ece1"	-0.757397647485103	0.907975284500095	0.471211629338352	-0.333778029095003	"S02"	0.907975284500095	"IS02"
"Sec31b"	"Sec31b"	0.153368377371794	0.90784230578491	-0.406893208862875	-0.371816208098834	"S02"	0.90784230578491	"IS02"
"Ccr9"	"Ccr9"	-0.377097620094221	0.902472101957857	-0.0961878028085098	-0.111267858031806	"S02"	0.902472101957857	"IS02"
"Slc41a1"	"Slc41a1"	-0.208275793874237	0.884577560800215	-0.450112242104641	0.118026292302382	"S02"	0.884577560800215	"IS02"
"Havcr2"	"Havcr2"	-0.468798980680394	0.860009293860203	0.640876795949455	-0.833572791664388	"S02"	0.860009293860203	"IS02"
"Arhgef28"	"Arhgef28"	-0.373340464339256	0.8578788537363	-0.22882588332941	0.0720208986002169	"S02"	0.8578788537363	"IS02"
"Gm37967"	"Gm37967"	-0.37704767486901	0.852827148056713	-0.37704767486901	0.253133124160048	"S02"	0.852827148056713	"IS02"
"Plp2"	"Plp2"	-0.287621726569778	0.823631869955396	-0.00619135708746142	-0.262826750141349	"S02"	0.823631869955396	"IS02"
"Itga3"	"Itga3"	-0.375574245689885	0.821924276702404	0.151669394074384	-0.343197155544205	"S02"	0.821924276702404	"IS02"
"Cdkl2"	"Cdkl2"	-0.37619060703602	0.79655815631209	-0.0943498656889142	-0.0365592220268105	"S02"	0.79655815631209	"IS02"
"Stx3"	"Stx3"	-0.346870657391217	0.785692255705707	0.129317850939685	-0.323960518503415	"S02"	0.785692255705707	"IS02"
"Esyt3"	"Esyt3"	-0.515156945544048	0.757485602705468	0.441088679072533	-0.47074686403163	"S02"	0.757485602705468	"IS02"
"Irf8"	"Irf8"	0.0479993352941776	0.754706678623475	0.616153816335209	-1.33066802779603	"S02"	0.754706678623475	"IS02"
"Sh2b3"	"Sh2b3"	-0.444280892186433	0.751091386124591	0.310307109423752	-0.396095922754769	"S02"	0.751091386124591	"IS02"
"Ctnnbip1"	"Ctnnbip1"	-0.520449364975343	0.746223910108897	0.248834976109835	-0.23180270396224	"S02"	0.746223910108897	"IS02"
"Sdad1"	"Sdad1"	-0.098940392795242	0.738585824286682	0.245135482602193	-0.714028474642572	"S02"	0.738585824286682	"IS02"
"Sh3bp1"	"Sh3bp1"	-0.69780659657563	0.734181129065541	0.470208472275406	-0.274338116475444	"S02"	0.734181129065541	"IS02"
"Gpr141b"	"Gpr141b"	-0.515953499184781	0.733387938833824	0.457690743809805	-0.471474749255058	"S02"	0.733387938833824	"IS02"
"Rnd3"	"Rnd3"	-0.200679943550002	0.732862475173118	0.398835554331816	-0.77048857325286	"S02"	0.732862475173118	"IS02"
"Kmo"	"Kmo"	-0.223135402589366	0.727297241240765	0.425208983332169	-0.770969325860522	"S02"	0.727297241240765	"IS02"
"Cd2ap"	"Cd2ap"	-0.647496813179045	0.727092227867753	0.619575178371952	-0.50227045801972	"S02"	0.727092227867753	"IS02"
"Itgb7"	"Itgb7"	-0.203224562328607	0.726949938024681	0.584593255163656	-0.980063207824598	"S02"	0.726949938024681	"IS02"
"Gm37411"	"Gm37411"	-0.164486752586441	0.726483157256779	-0.164486752586441	-0.150306860122092	"S02"	0.726483157256779	"IS02"
"4930547E14Rik"	"4930547E14Rik"	-0.164486752586441	0.726483157256779	-0.164486752586441	-0.150306860122092	"S02"	0.726483157256779	"IS02"
"4930502E09Rik"	"4930502E09Rik"	-0.164486752586441	0.726483157256779	-0.164486752586441	-0.150306860122092	"S02"	0.726483157256779	"IS02"
"Tmem232"	"Tmem232"	-0.164486752586441	0.726483157256779	-0.164486752586441	-0.150306860122092	"S02"	0.726483157256779	"IS02"
"1700112D23Rik"	"1700112D23Rik"	-0.164486752586441	0.726483157256779	-0.164486752586441	-0.150306860122092	"S02"	0.726483157256779	"IS02"
"Eef1b2"	"Eef1b2"	-0.173387106631014	0.724609068671788	0.262893323227113	-0.63755540495266	"S02"	0.724609068671788	"IS02"
"Ivns1abp"	"Ivns1abp"	-0.0659842040815512	0.720864424573816	0.367674550746224	-0.882552117487478	"S02"	0.720864424573816	"IS02"
"Efhd1"	"Efhd1"	-0.164215192498483	0.711715038267299	0.0394970442486823	-0.377936519801512	"S02"	0.711715038267299	"IS02"
"Mycl"	"Mycl"	-0.168469448486058	0.711501476247047	0.0457977782362518	-0.380168934600784	"S02"	0.711501476247047	"IS02"
"Gtf2f1"	"Gtf2f1"	-0.519495583753892	0.706404319737615	0.089985945869705	-0.0181477672199852	"S02"	0.706404319737615	"IS02"
"Gm43728"	"Gm43728"	-0.610409178312214	0.706327960868753	0.449734691775485	-0.331990110018131	"S02"	0.706327960868753	"IS02"
"Rrs1"	"Rrs1"	-0.0422640181806059	0.704636115479372	-0.111267408183131	-0.339085946312991	"S02"	0.704636115479372	"IS02"
"Napsa"	"Napsa"	-0.341445652852702	0.698656792276821	0.329841786099976	-0.500405462545044	"S02"	0.698656792276821	"IS02"
"Depp1"	"Depp1"	-0.282358353763292	0.677607045822042	-0.282358353763292	0.160907524217987	"S02"	0.677607045822042	"IS02"
"Ifi205"	"Ifi205"	-0.421881738501982	0.668878591139731	0.463005510459228	-0.540065743305745	"S02"	0.668878591139731	"IS02"
"Sema7a"	"Sema7a"	-0.285146695324228	0.665988190361147	-0.285146695324228	0.175966200194548	"S02"	0.665988190361147	"IS02"
"Ppef2"	"Ppef2"	-0.183921285690057	0.662053741063233	0.472318262782537	-0.823767421659287	"S02"	0.662053741063233	"IS02"
"Snx22"	"Snx22"	-0.412847767040736	0.661521828747107	0.0938398949762898	-0.114155333746378	"S02"	0.661521828747107	"IS02"
"Gm45238"	"Gm45238"	-0.47634843677226	0.658778681193201	0.563486509455667	-0.586363350342387	"S02"	0.658778681193201	"IS02"
"Tspan33"	"Tspan33"	-0.234672409120706	0.655464340221628	0.147615606332267	-0.380531006409102	"S02"	0.655464340221628	"IS02"
"Mical3"	"Mical3"	-0.632386185462367	0.623070012715101	-0.25383440227213	0.576422535137121	"S02"	0.623070012715101	"IS02"
"Rala"	"Rala"	-0.640691719836302	0.620662966524811	-0.0655391763664269	0.36803285841003	"S02"	0.620662966524811	"IS02"
"Met"	"Met"	-0.119703545796817	0.618879962522465	0.255884967242154	-0.614276785401454	"S02"	0.618879962522465	"IS02"
"Dkk3"	"Dkk3"	-0.45214320987337	0.608066423719171	0.422897605938071	-0.413165346953252	"S02"	0.608066423719171	"IS02"
"Gpr157"	"Gpr157"	-0.213471248460896	0.605731464446392	-0.239400905502691	0.0831890718264213	"S02"	0.605731464446392	"IS02"
"Mtmr14"	"Mtmr14"	-0.692873179631596	0.605516462191859	0.567652565385888	-0.299226737737385	"S02"	0.605516462191859	"IS02"
"Prkar2a"	"Prkar2a"	-0.412682273409102	0.599512074522878	0.341103457823089	-0.357443196392931	"S02"	0.599512074522878	"IS02"
"Myo1b"	"Myo1b"	-0.450786085954757	0.596009044874258	-0.0301219053987947	0.123076527774473	"S02"	0.596009044874258	"IS02"
"Plce1"	"Plce1"	0.00948651001818785	0.595179097828949	0.248742514006041	-0.739347440055716	"S02"	0.595179097828949	"IS02"
"Psap"	"Psap"	-0.231750216590243	0.591080152770128	0.313555919164803	-0.530335927936634	"S02"	0.591080152770128	"IS02"
"Ccdc107"	"Ccdc107"	0.110313852579692	0.584541826419047	0.0220035982659638	-0.584504880527474	"S02"	0.584541826419047	"IS02"
"Cst3"	"Cst3"	-0.770675229638845	0.581270334366632	0.539238678928887	-0.157370173829631	"S02"	0.581270334366632	"IS02"
"Bloc1s2"	"Bloc1s2"	-0.567569315768174	0.566312261107058	0.498356088654463	-0.335782464251539	"S02"	0.566312261107058	"IS02"
"Xcr1"	"Xcr1"	-0.449841512417341	0.564479623721746	0.44625533672238	-0.411062071691708	"S02"	0.564479623721746	"IS02"
"Skap2"	"Skap2"	-0.808502163218046	0.562776275891826	0.497484240046701	-0.0508441872979423	"S02"	0.562776275891826	"IS02"
"Cd24a"	"Cd24a"	-0.168110799180635	0.546021018916807	0.279655830066898	-0.53191334787209	"S02"	0.546021018916807	"IS02"
"Gm13561"	"Gm13561"	-0.393273532378309	0.539465549047492	-0.0387439070312326	0.107585935796703	"S02"	0.539465549047492	"IS02"
"Plcd3"	"Plcd3"	-0.333101185472502	0.536954848940284	-0.037253035249136	0.0374334014114351	"S02"	0.536954848940284	"IS02"
"Fgd2"	"Fgd2"	0.0158587609710516	0.535837541273876	0.447101627971363	-0.934743243121782	"S02"	0.535837541273876	"IS02"
"P3h2"	"P3h2"	-0.879916164934068	0.534457948823288	0.52609690793848	0.0199635723959162	"S02"	0.534457948823288	"IS02"
"Tpte"	"Tpte"	-0.333610159943707	0.527007353812539	-0.333610159943707	0.391379235837862	"S02"	0.527007353812539	"IS02"
"Ust"	"Ust"	-0.552208042013248	0.525563084754697	0.447236826059054	-0.264054154064602	"S02"	0.525563084754697	"IS02"
"Htr7"	"Htr7"	-0.100793397114234	0.515030227662337	0.486692313974711	-0.829457849135629	"S02"	0.515030227662337	"IS02"
"Proser2"	"Proser2"	-0.167739729676711	0.514776283492464	0.192798981451318	-0.407945798501397	"S02"	0.514776283492464	"IS02"
"Arhgap5"	"Arhgap5"	-0.467493255052779	0.513555578332928	0.488254640673612	-0.402029514589544	"S02"	0.513555578332928	"IS02"
"Atp6v0a2"	"Atp6v0a2"	-0.407316739823412	0.511993422321359	0.384119747231604	-0.349553462043477	"S02"	0.511993422321359	"IS02"
"Gm44423"	"Gm44423"	-0.149146809874589	0.505514830238834	0.380977187811636	-0.642563812575368	"S02"	0.505514830238834	"IS02"
"Fam71e1"	"Fam71e1"	0.0194117702915971	0.503868001858259	-0.0790545410712814	-0.301021156941291	"S02"	0.503868001858259	"IS02"
"Gm10125"	"Gm10125"	-0.191001781460423	0.496993340260561	3.22945411574598e-05	-0.142623640580006	"S02"	0.496993340260561	"IS02"
"Slc22a18"	"Slc22a18"	-0.486261249037972	0.494472541436959	-0.0646918145341299	0.279556391447134	"S02"	0.494472541436959	"IS02"
"Gm35188"	"Gm35188"	-0.650864232748249	0.487950081420571	0.401536416576578	-0.0678305120859504	"S02"	0.487950081420571	"IS02"
"Gm16033"	"Gm16033"	-0.232713956777029	0.485387977900512	0.109031551311641	-0.212652408779009	"S02"	0.485387977900512	"IS02"
"Myo9a"	"Myo9a"	-0.28590801067883	0.484942785590283	-0.0229206195636667	0.00385636104623245	"S02"	0.484942785590283	"IS02"
"Slk"	"Slk"	-0.110828414814904	0.477864698619959	0.234739084167812	-0.49621378781736	"S02"	0.477864698619959	"IS02"
"Zfp282"	"Zfp282"	-0.264866824423217	0.476681207683221	0.228886813391045	-0.308650894686299	"S02"	0.476681207683221	"IS02"
"Fam149a"	"Fam149a"	-0.377868436591357	0.471242089184866	0.133648649144539	-0.0615038348623624	"S02"	0.471242089184866	"IS02"
"Fuca1"	"Fuca1"	-0.396096098854707	0.46258804787555	0.0783974427498407	0.0306580852714653	"S02"	0.46258804787555	"IS02"
"Dcdc5"	"Dcdc5"	-0.372948447847142	0.454249577486073	0.124976038290563	-0.0446219427776188	"S02"	0.454249577486073	"IS02"
"Rab30"	"Rab30"	-0.222221923851649	0.452838947389794	-0.28532236927177	0.259498258354489	"S02"	0.452838947389794	"IS02"
"Rab19"	"Rab19"	-0.0847160615200744	0.448224560742243	0.0967343341070354	-0.343761242273513	"S02"	0.448224560742243	"IS02"
"Kank1"	"Kank1"	0.190690874315117	0.440653901273104	-0.308056378754764	-0.187120350829325	"S02"	0.440653901273104	"IS02"
"Rnase6"	"Rnase6"	-0.0733818699208316	0.440059976488146	0.386903986138872	-0.689798392349318	"S02"	0.440059976488146	"IS02"
"Stk32c"	"Stk32c"	-0.0322884137293171	0.434400144650234	-0.0871615182216058	-0.180086057512649	"S02"	0.434400144650234	"IS02"
"Nap1l1"	"Nap1l1"	0.0586090168602636	0.433524778580427	-0.181680929870118	-0.175212996159727	"S02"	0.433524778580427	"IS02"
"Atrx"	"Atrx"	-0.376251493304041	0.432145141907597	0.0529379751596629	0.0596089172729525	"S02"	0.432145141907597	"IS02"
"C1galt1c1"	"C1galt1c1"	-0.515331342504619	0.430465692301376	0.2627125686463	-0.0217005424848339	"S02"	0.430465692301376	"IS02"
"1810020O05Rik"	"1810020O05Rik"	-0.376147765547458	0.426678147780207	0.401706543920777	-0.343721234034746	"S02"	0.426678147780207	"IS02"
"Bcl2a1d"	"Bcl2a1d"	-0.482431055110484	0.419002077017249	0.118933716693257	0.116196992702445	"S02"	0.419002077017249	"IS02"
"Gm43113"	"Gm43113"	-0.0867589498654122	0.408621996633366	0.123099546420808	-0.343027663424763	"S02"	0.408621996633366	"IS02"
"Arhgef9"	"Arhgef9"	-0.219615085314788	0.404683034672207	-0.080523206919544	0.0527509651392688	"S02"	0.404683034672207	"IS02"
"Gm14335"	"Gm14335"	-0.234034489410242	0.398135424784884	-0.234034489410242	0.25364758519864	"S02"	0.398135424784884	"IS02"
"Ak9"	"Ak9"	0.166845236435244	0.39732865118057	-0.234023353576273	-0.213848926543835	"S02"	0.39732865118057	"IS02"
"Zc3h7a"	"Zc3h7a"	0.0775964538799528	0.394431766174451	-0.411785779556117	0.100050949786653	"S02"	0.394431766174451	"IS02"
"Foxc1"	"Foxc1"	0.172058359596615	0.388646667620286	-0.233879328615119	-0.213717317527609	"S02"	0.388646667620286	"IS02"
"Reep6"	"Reep6"	-0.233857595995401	0.387528491235096	0.172724097481093	-0.21369745840959	"S02"	0.387528491235096	"IS02"
"Slc66a2"	"Slc66a2"	-0.00828121945218887	0.370624694851444	0.339748375701111	-0.65967263325033	"S02"	0.370624694851444	"IS02"
"Pianp"	"Pianp"	-0.156296106869763	0.366097423239929	0.250678473409437	-0.379516212509702	"S02"	0.366097423239929	"IS02"
"Dlgap4"	"Dlgap4"	-0.268389047681288	0.365090753875455	0.150432646384197	-0.130843722026049	"S02"	0.365090753875455	"IS02"
"Gm49965"	"Gm49965"	-0.233216884388108	0.363384561806997	0.186793229128454	-0.213111980561547	"S02"	0.363384561806997	"IS02"
"Gm10687"	"Gm10687"	0.187209280453315	0.36265535563378	-0.233192556833564	-0.213089750209981	"S02"	0.36265535563378	"IS02"
"Cacng8"	"Cacng8"	-0.415991286382306	0.349740099149838	0.297144000175452	-0.118511067299732	"S02"	0.349740099149838	"IS02"
"Gm12160"	"Gm12160"	-0.416050977347755	0.341987825879993	0.295045481614065	-0.110288267218837	"S02"	0.341987825879993	"IS02"
"Usp53"	"Usp53"	-0.39402424433752	0.336586063495996	0.00764423834351934	0.203543228488278	"S02"	0.336586063495996	"IS02"
"4930527F14Rik"	"4930527F14Rik"	-0.23196065788234	0.332860012316837	0.203785086233794	-0.211964049444207	"S02"	0.332860012316837	"IS02"
"Hoxa10"	"Hoxa10"	-0.231867442484948	0.330973591111385	0.204807411440729	-0.211878869856935	"S02"	0.330973591111385	"IS02"
"Card10"	"Card10"	-0.131764563645648	0.330848595742791	0.181101558399037	-0.300989959899276	"S02"	0.330848595742791	"IS02"
"Krt222"	"Krt222"	-0.231574043562168	0.325253705913291	-0.231574043562168	0.301515969409155	"S02"	0.325253705913291	"IS02"
"Rab11fip1"	"Rab11fip1"	-0.339062595514959	0.325245892375324	0.181254127691337	-0.0550003094513922	"S02"	0.325245892375324	"IS02"
"Pitpnm3"	"Pitpnm3"	-0.231385720986657	0.321737546975331	0.20976762561686	-0.211438676074014	"S02"	0.321737546975331	"IS02"
"Akap9"	"Akap9"	-0.391506624396868	0.321657824939593	-0.0337505737440337	0.259918884080605	"S02"	0.321657824939593	"IS02"
"Malat1"	"Malat1"	0.141933539407716	0.319384230599077	-0.158056131246924	-0.216124185486683	"S02"	0.319384230599077	"IS02"
"5730522E02Rik"	"5730522E02Rik"	-0.45906268676548	0.318951133834835	0.0571570830658729	0.23464411889336	"S02"	0.318951133834835	"IS02"
"Gm32699"	"Gm32699"	0.212126007965366	0.317297041519301	-0.231139315046757	-0.211213512025485	"S02"	0.317297041519301	"IS02"
"Septin3"	"Septin3"	0.264597168873747	0.308596490191692	0.0267459040859378	-0.567192826058501	"S02"	0.308596490191692	"IS02"
"Kazn"	"Kazn"	-8.92869833005219e-06	0.308172224707604	-0.411497205175187	0.253783245801128	"S02"	0.308172224707604	"IS02"
"Dhrs9"	"Dhrs9"	-0.181646592737555	0.30641333659007	0.270181140633313	-0.328782621059485	"S02"	0.30641333659007	"IS02"
"Myo1h"	"Myo1h"	-0.191688676626745	0.293552189702098	-0.0460478653351251	0.0616405775481874	"S02"	0.293552189702098	"IS02"
"Ptcd2"	"Ptcd2"	0.0437535992528843	0.270848831176744	-0.185955191178293	-0.0332070515197953	"S02"	0.270848831176744	"IS02"
"Slamf7"	"Slamf7"	-0.531126132116302	0.253484479002364	0.24764455939059	0.14452869471152	"S02"	0.253484479002364	"IS02"
"Nav3"	"Nav3"	0.136683392684293	0.246843643246634	-0.0403638629523066	-0.294051173138607	"S02"	0.246843643246634	"IS02"
"Gm47324"	"Gm47324"	0.0299204753494825	0.242387151728295	-0.28857405087949	0.123702467474855	"S02"	0.242387151728295	"IS02"
"Gm37267"	"Gm37267"	-0.288518198542243	0.241555291847767	0.0462691242590946	0.105160112463671	"S02"	0.241555291847767	"IS02"
"Gm9042"	"Gm9042"	0.047238299835858	0.2410652158743	-0.28849537880589	0.10436235006993	"S02"	0.2410652158743	"IS02"
"Ttc39a"	"Ttc39a"	0.130954962016382	0.231078520780476	-0.410745078237025	0.156701003557048	"S02"	0.231078520780476	"IS02"
"Sod1"	"Sod1"	0.122416694178782	0.230131048421376	-0.31470478111598	0.0552284796827851	"S02"	0.230131048421376	"IS02"
"Zfp457"	"Zfp457"	0.0663005399211201	0.22104750134817	0.0195679058463865	-0.262871759028721	"S02"	0.22104750134817	"IS02"
"Akap17b"	"Akap17b"	0.189103800488042	0.201600389617978	-0.130641785425049	-0.216565417230264	"S02"	0.201600389617978	"IS02"
"Hap1"	"Hap1"	0.103641739016832	0.128413445600294	-0.282491535833786	0.114364344922262	"S02"	0.128413445600294	"IS02"
"Frmd5"	"Frmd5"	0.0441649404127055	0.125157848840433	0.0326436414329356	-0.181753725267518	"S02"	0.125157848840433	"IS02"
"Arid4a"	"Arid4a"	-0.138027360706518	0.119646084004099	0.09859805091886	-0.0419768811149357	"S02"	0.119646084004099	"IS02"
"Gm43914"	"Gm43914"	-0.710966344950547	0.481513030073507	1.27114884520095	-1.00829930546139	"S03"	1.27114884520095	"IS03"
"Clec1a"	"Clec1a"	-1.0189441029668	0.482409777591892	1.26048022596437	-0.636899658165345	"S03"	1.26048022596437	"IS03"
"Arsb"	"Arsb"	-0.654786554984607	0.580858037845731	1.16994037591821	-1.02880410036742	"S03"	1.16994037591821	"IS03"
"Pak1"	"Pak1"	-1.01083826611222	0.567626168628752	1.16538605312729	-0.598017863868067	"S03"	1.16538605312729	"IS03"
"Naaa"	"Naaa"	-0.301893418336007	0.693408852327735	1.11675285292236	-1.46154372542957	"S03"	1.11675285292236	"IS03"
"1700025G04Rik"	"1700025G04Rik"	-0.777929358955787	0.345834479579646	1.08282296946733	-0.610408229435575	"S03"	1.08282296946733	"IS03"
"Ppt1"	"Ppt1"	-0.45910659593571	0.677219344474456	1.07619650820694	-1.21871365863507	"S03"	1.07619650820694	"IS03"
"P2ry14"	"P2ry14"	-0.320255242214261	-0.046079204737348	1.07573097136191	-0.848214640414459	"S03"	1.07573097136191	"IS03"
"Gm30978"	"Gm30978"	-0.516751121536567	-0.197933819272209	1.04586822009846	-0.472203611059277	"S03"	1.04586822009846	"IS03"
"Plpp1"	"Plpp1"	-0.544295692368018	0.295135164379027	1.04177120274673	-0.797975530071587	"S03"	1.04177120274673	"IS03"
"Anpep"	"Anpep"	-0.702030111699566	-0.178909646431765	1.03189141032608	-0.253542446902417	"S03"	1.03189141032608	"IS03"
"Gm36723"	"Gm36723"	-0.656447377697196	0.912227048512189	1.02734905730029	-1.10413747192867	"S03"	1.02734905730029	"IS03"
"Cadm1"	"Cadm1"	-0.158976047149935	0.276496435199337	1.00639270770808	-1.19286414890179	"S03"	1.00639270770808	"IS03"
"Dennd1b"	"Dennd1b"	-0.869059379275827	0.37520888735048	1.00059888612969	-0.429604486915736	"S03"	1.00059888612969	"IS03"
"Hdac9"	"Hdac9"	0.0900628544989	0.557385791840561	0.976091021142854	-1.6548983357671	"S03"	0.976091021142854	"IS03"
"Clnk"	"Clnk"	-0.702716926297516	0.442930802456723	0.975917632613369	-0.64482999740018	"S03"	0.975917632613369	"IS03"
"Pfkp"	"Pfkp"	0.0218572581249062	-0.404026507291714	0.975378867486923	-0.86718245164826	"S03"	0.975378867486923	"IS03"
"Pik3cb"	"Pik3cb"	-0.659755711267776	0.244035690327549	0.968843387051796	-0.540418857233983	"S03"	0.968843387051796	"IS03"
"Tlr3"	"Tlr3"	-0.403700584452445	0.454828271797231	0.964333143185309	-0.989194637773597	"S03"	0.964333143185309	"IS03"
"Hepacam2"	"Hepacam2"	-0.391588794314716	0.276632628169988	0.962833065158726	-0.870498682560727	"S03"	0.962833065158726	"IS03"
"Nrg2"	"Nrg2"	-0.174832285643333	0.128702368571716	0.960670385034786	-1.01224143890925	"S03"	0.960670385034786	"IS03"
"Chsy3"	"Chsy3"	-0.382500135386113	0.111654371572975	0.958128655173637	-0.754254523935859	"S03"	0.958128655173637	"IS03"
"Srgap3"	"Srgap3"	-0.336231184470022	0.782908459746253	0.931386229421855	-1.27085028436916	"S03"	0.931386229421855	"IS03"
"Ipcef1"	"Ipcef1"	-0.0791111700321208	-0.0539845559716234	0.923572085515038	-0.946300495198726	"S03"	0.923572085515038	"IS03"
"BC035044"	"BC035044"	-1.05234248595063	0.888599093966214	0.919795944923291	-0.498917500626173	"S03"	0.919795944923291	"IS03"
"Cd244a"	"Cd244a"	-0.141402180741617	0.170684407002957	0.903208083651649	-1.01506419561839	"S03"	0.903208083651649	"IS03"
"Rab39"	"Rab39"	-0.344416417089907	-0.192727315424508	0.897730445091291	-0.504286611003511	"S03"	0.897730445091291	"IS03"
"St3gal5"	"St3gal5"	0.0294669511114032	0.0800498476495527	0.89707680430844	-1.14074245292303	"S03"	0.89707680430844	"IS03"
"Pbx1"	"Pbx1"	-0.245287648651133	0.191294687081945	0.894310510145655	-0.898537536245935	"S03"	0.894310510145655	"IS03"
"Ccr2"	"Ccr2"	-0.103904866126661	-0.0721976088075497	0.889434434495477	-0.864092701415124	"S03"	0.889434434495477	"IS03"
"BC028528"	"BC028528"	-0.313127351397412	-0.0788308454740933	0.888816378706238	-0.614198117782908	"S03"	0.888816378706238	"IS03"
"Wdfy4"	"Wdfy4"	0.388670199572636	0.567470233575397	0.882656968839034	-1.90188214337139	"S03"	0.882656968839034	"IS03"
"5830428M24Rik"	"5830428M24Rik"	-0.642760698206477	0.158183202086386	0.880540074962764	-0.394001685314424	"S03"	0.880540074962764	"IS03"
"Rab43"	"Rab43"	-0.640911494379805	-0.112771239262645	0.874081104465896	-0.189296401284707	"S03"	0.874081104465896	"IS03"
"Lrrk2"	"Lrrk2"	-0.620351929576092	0.784464962106009	0.870549904307633	-0.869214963692685	"S03"	0.870549904307633	"IS03"
"Btla"	"Btla"	-0.48116040715115	0.712260158139578	0.867661147588539	-0.975249237590395	"S03"	0.867661147588539	"IS03"
"Tiam1"	"Tiam1"	-0.401529492049375	0.357086945834842	0.852617073141916	-0.789385570644603	"S03"	0.852617073141916	"IS03"
"Siglecg"	"Siglecg"	-0.450131916284147	-0.0731888165245395	0.848519823770547	-0.41132744074241	"S03"	0.848519823770547	"IS03"
"Cdk14"	"Cdk14"	-0.287305265854784	0.539863055351992	0.847837278787511	-1.0516315615664	"S03"	0.847837278787511	"IS03"
"Id2"	"Id2"	-0.346918379110252	-0.244768557128375	0.846688877689494	-0.403484660817533	"S03"	0.846688877689494	"IS03"
"Alcam"	"Alcam"	-0.0801597110776349	0.655235862201672	0.843383814854533	-1.37317176693	"S03"	0.843383814854533	"IS03"
"Shtn1"	"Shtn1"	-0.681435163213116	0.118850848262601	0.840644124653301	-0.273326796418834	"S03"	0.840644124653301	"IS03"
"9930120I10Rik"	"9930120I10Rik"	-0.2802661875617	-0.0846321265767229	0.837150492135955	-0.587973653319055	"S03"	0.837150492135955	"IS03"
"Zbtb46"	"Zbtb46"	-0.461779752713508	-0.0154438644189338	0.833050066817705	-0.42214331898398	"S03"	0.833050066817705	"IS03"
