"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"	"InitialState"
"Mir155hg"	"Mir155hg"	-0.332969875708423	-0.275740678321038	-0.332969875708423	0.980411300697024	"S01"	0.980411300697024	"IS04"
"Gm26535"	"Gm26535"	-0.331663618131289	-0.274658933764974	-0.331663618131289	0.976565097831018	"S01"	0.976565097831018	"IS04"
"Basp1"	"Basp1"	-0.164671994320189	-0.18577910942038	-0.543003075610266	0.962963856590112	"S01"	0.962963856590112	"IS04"
"Mllt6"	"Mllt6"	-0.215499458400156	0.194513343761919	-0.728509417600067	0.959157635857392	"S01"	0.959157635857392	"IS04"
"Sh3bp4"	"Sh3bp4"	-0.443561210680313	0.156283680990672	-0.471695831273246	0.953709259713172	"S01"	0.953709259713172	"IS04"
"Asap2"	"Asap2"	-0.692312319587832	0.302008318960481	-0.292153299770145	0.927319158080196	"S01"	0.927319158080196	"IS04"
"Foxp4"	"Foxp4"	-0.285525286678731	-0.451050673983566	-0.222148946193916	0.924580275374651	"S01"	0.924580275374651	"IS04"
"Sbno2"	"Sbno2"	-0.604741461325861	-0.0947872155393094	-0.12622320058207	0.923220789655131	"S01"	0.923220789655131	"IS04"
"Ly75"	"Ly75"	-0.438656176634892	-0.35214560015643	-0.118331390740145	0.909401978496463	"S01"	0.909401978496463	"IS04"
"Adam8"	"Adam8"	-0.274074603924094	-0.366322546258705	-0.273850652497681	0.909249619832212	"S01"	0.909249619832212	"IS04"
"Birc3"	"Birc3"	-0.645821963393235	0.00316487381916743	-0.117916661280468	0.889431762820042	"S01"	0.889431762820042	"IS04"
"Zfp366"	"Zfp366"	-0.802079836501395	-0.0874217276104971	0.10267419555268	0.88095341295148	"S01"	0.88095341295148	"IS04"
"Slc22a23"	"Slc22a23"	-0.703809496117385	-0.145092724093226	0.0499045328180844	0.870250347093339	"S01"	0.870250347093339	"IS04"
"Pdcd1lg2"	"Pdcd1lg2"	-0.375076503799775	0.00839545595089693	-0.375076503799775	0.86972107863368	"S01"	0.86972107863368	"IS04"
"Gm2396"	"Gm2396"	-0.376602838666097	-0.311874225770361	-0.162775504397167	0.859216097304363	"S01"	0.859216097304363	"IS04"
"Dscam"	"Dscam"	-0.375074604610741	0.0259315550513021	-0.375074604610741	0.856816524675849	"S01"	0.856816524675849	"IS04"
"Mxd1"	"Mxd1"	-0.111120230216038	-0.430271633993801	-0.345954370753192	0.85021317383978	"S01"	0.85021317383978	"IS04"
"Extl1"	"Extl1"	-0.288742061642081	-0.239114519797348	-0.288742061642081	0.850184959279461	"S01"	0.850184959279461	"IS04"
"Colq"	"Colq"	-0.288694687897309	-0.239075288414959	-0.288694687897309	0.850045469919854	"S01"	0.850045469919854	"IS04"
"Scin"	"Scin"	-0.288433959957988	-0.238859373090209	-0.288433959957988	0.849277770987411	"S01"	0.849277770987411	"IS04"
"Nudt17"	"Nudt17"	-0.28837959619371	-0.238814353097916	-0.28837959619371	0.849117699903702	"S01"	0.849117699903702	"IS04"
