"Gene"	"IS01"	"IS02"	"State"	"MaxFC"	"InitialState"
"Rassf3"	"Rassf3"	0.428996746359331	-0.428996746359331	"S01"	0.428996746359331	"IS01"
"B430306N03Rik"	"B430306N03Rik"	0.427522121529782	-0.427522121529782	"S01"	0.427522121529782	"IS01"
"Sema4d"	"Sema4d"	0.423199045312191	-0.423199045312191	"S01"	0.423199045312191	"IS01"
"Flt1"	"Flt1"	0.420469816697017	-0.420469816697017	"S01"	0.420469816697017	"IS01"
"Ino80b"	"Ino80b"	0.417169853704015	-0.417169853704015	"S01"	0.417169853704015	"IS01"
"Adgre4"	"Adgre4"	0.41706238092335	-0.41706238092335	"S01"	0.41706238092335	"IS01"
"Tiam2"	"Tiam2"	0.414575136713532	-0.414575136713532	"S01"	0.414575136713532	"IS01"
"Phlpp1"	"Phlpp1"	0.41364104267006	-0.41364104267006	"S01"	0.41364104267006	"IS01"
"Ms4a6c"	"Ms4a6c"	0.413387531261239	-0.413387531261239	"S01"	0.413387531261239	"IS01"
"Vcan"	"Vcan"	0.412429883947209	-0.412429883947209	"S01"	0.412429883947209	"IS01"
"Tmem131"	"Tmem131"	0.405981688546559	-0.405981688546559	"S01"	0.405981688546559	"IS01"
"Pip4k2a"	"Pip4k2a"	0.405621604505731	-0.405621604505731	"S01"	0.405621604505731	"IS01"
"Ceacam1"	"Ceacam1"	0.40486800293435	-0.40486800293435	"S01"	0.40486800293435	"IS01"
"Gm13919"	"Gm13919"	0.403858421359998	-0.403858421359998	"S01"	0.403858421359998	"IS01"
"Dnah12"	"Dnah12"	0.400577143261551	-0.400577143261551	"S01"	0.400577143261551	"IS01"
"Ccdc125"	"Ccdc125"	0.396685421125604	-0.396685421125604	"S01"	0.396685421125604	"IS01"
"Ssh2"	"Ssh2"	0.395387883731078	-0.395387883731078	"S01"	0.395387883731078	"IS01"
"C130050O18Rik"	"C130050O18Rik"	0.393396354745762	-0.393396354745762	"S01"	0.393396354745762	"IS01"
"Plaur"	"Plaur"	0.393373449531463	-0.393373449531463	"S01"	0.393373449531463	"IS01"
"Pik3r5"	"Pik3r5"	0.393083150212623	-0.393083150212623	"S01"	0.393083150212623	"IS01"
"Ccdc88a"	"Ccdc88a"	0.390367749258007	-0.390367749258007	"S01"	0.390367749258007	"IS01"
"Fgr"	"Fgr"	0.382123018603851	-0.382123018603851	"S01"	0.382123018603851	"IS01"
"Dusp16"	"Dusp16"	0.382009886776534	-0.382009886776534	"S01"	0.382009886776534	"IS01"
"Ccdc192"	"Ccdc192"	0.381580046027301	-0.381580046027301	"S01"	0.381580046027301	"IS01"
