"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"State"	"MaxFC"	"InitialState"
"Chst10"	"Chst10"	0.529325657886065	0.184316607126176	-0.178950247286067	-0.189699908783817	-0.0665981932413622	0.17647938014892	-0.0238962254688308	-0.218232008885447	"S03"	0.529325657886065	"IS01"
"Satb1"	"Satb1"	0.529079092675844	0.458499046019846	0.342967802525619	-0.182834447911691	0.200310322559535	-0.259806322704068	-0.601678764808788	-0.0700431566076664	"S03"	0.529079092675844	"IS01"
"Rapgef6"	"Rapgef6"	0.52429930504153	0.474456258292673	-0.271174916692893	0.341122732607237	-0.330514824944903	0.499585510276814	-0.225986168883177	-0.465447104213483	"S03"	0.52429930504153	"IS01"
"Sacs"	"Sacs"	0.506084941090434	0.0496014376866736	-0.000527161583538741	0.184507526637676	0.156004847635997	-0.13160871101596	0.0500794902673546	-0.438615429195944	"S03"	0.506084941090434	"IS01"
"Atp11b"	"Atp11b"	0.501132742677139	0.324128346649521	-0.173374396217973	-0.0226118138355817	0.292338811977889	0.447594391943023	-0.473253493437096	-0.552717191702663	"S03"	0.501132742677139	"IS01"
"Gm42449"	"Gm42449"	0.497328864527904	-0.139480363855983	-0.132971280209371	0.370783872542178	-0.154617767685315	-0.144534000227577	-0.145588992929968	0.00443610453543797	"S03"	0.497328864527904	"IS01"
"Sp110"	"Sp110"	0.496774582723135	-0.0243375851231127	-0.643208879847872	-0.201541912848133	0.151631609332124	0.0699346012236043	0.0572523544435411	-0.139248927744749	"S03"	0.496774582723135	"IS01"
"D16Ertd472e"	"D16Ertd472e"	0.494195025571544	0.36099718499743	-0.344404889235611	-0.00267473583284109	0.0939621414196375	0.159203939148744	-0.00883516034394247	-0.484170891562507	"S03"	0.494195025571544	"IS01"
"Pim2"	"Pim2"	0.493719026885396	-0.244871459031692	0.0871428361441311	-0.247467269551462	0.337114261085482	-0.11830820014905	-0.152686651497437	-0.106853572546497	"S03"	0.493719026885396	"IS01"
"Gm47243"	"Gm47243"	0.490169918501997	0.0592780678657746	-0.145236936016928	0.103273244956957	-0.168880158159218	0.254198414740227	-0.159018543084227	-0.17711821465479	"S03"	0.490169918501997	"IS01"
"Tspan13"	"Tspan13"	0.482953480835913	-0.0712479426833502	0.248293887043107	0.333055361869295	-0.377261997101467	0.377511988848005	-0.14434950042831	-0.250906104899557	"S03"	0.482953480835913	"IS01"
"Plac9a"	"Plac9a"	0.478222171995871	0.0327130906358979	0.195768443600703	-0.200810184975153	-0.220268536232435	-0.0569253476872159	0.083450778148973	-0.00652528907256507	"S03"	0.478222171995871	"IS01"
"Gm13219"	"Gm13219"	0.474273826482486	0.00737539203638523	-0.189373673984595	-0.200749477722186	0.0190545576789073	-0.0475766448832441	0.0897384684566854	-0.102952558695538	"S03"	0.474273826482486	"IS01"
"Gbp4"	"Gbp4"	0.472304071799475	0.436231181938688	-0.479725842701762	0.14207796812349	-0.210299791600741	-0.249620674414153	0.186686167665687	-0.15668295023653	"S03"	0.472304071799475	"IS01"
"Gm36932"	"Gm36932"	0.471520769136814	-0.00773137296883606	-0.199048340370374	-0.0345895649519404	-0.124191897191211	-0.083220284439494	0.224630539787919	-0.124411507708249	"S03"	0.471520769136814	"IS01"
"Slc3a1"	"Slc3a1"	0.463150979355837	0.305435186239234	-0.145414924580623	-0.154150096728575	-0.00560353916507432	-0.158059700631112	0.0682605381226666	-0.177335273878808	"S03"	0.463150979355837	"IS01"
"Gimap1"	"Gimap1"	0.459624428601186	0.0283147533690616	-0.0987515725721016	-0.0420495990427962	-0.0636014235227804	0.301614691955188	-0.164545447150513	-0.200185060293677	"S03"	0.459624428601186	"IS01"
"Apobec3"	"Apobec3"	0.458799734814928	0.392246300262917	0.204375368133111	0.121852485137943	0.0143330659100288	0.400356462608473	0.0902485871428262	-0.855834250817291	"S03"	0.458799734814928	"IS01"
"Arhgap25"	"Arhgap25"	0.456148340284485	0.182060357021961	0.17803977481539	0.359778364038328	-0.138745160871882	0.336414329948939	-0.00267767489250647	-0.63548091498505	"S03"	0.456148340284485	"IS01"
"Aknaos"	"Aknaos"	0.452005295423371	0.0312982714455653	-0.156795539074573	-0.166214352375873	-0.0278464976637089	0.166732458435964	-0.171673947891869	-0.0545324984058632	"S03"	0.452005295423371	"IS01"
"Kbtbd11"	"Kbtbd11"	0.448188403541636	0.000133020298038306	-0.0230902833997758	-0.267586087269214	-0.26114122439568	0.328154038191545	0.0943493960964152	-0.0981075347108989	"S03"	0.448188403541636	"IS01"
"L3mbtl3"	"L3mbtl3"	0.44581305846618	-0.0362392240439367	0.252511219295054	-0.163588418328337	-0.0511340297090874	0.181333959055351	0.0882128641709802	-0.296397171605487	"S03"	0.44581305846618	"IS01"
"Def6"	"Def6"	0.44553020501977	0.427048072965668	-0.294804390246968	0.339966183320947	0.0297672773682597	0.0519543855361706	-0.228959773792443	-0.423029770424977	"S03"	0.44553020501977	"IS01"
"Prrc2c"	"Prrc2c"	0.43262317380984	0.343043126833061	-0.0668758654269036	0.241755684037512	-0.177048476682964	0.139309984942101	0.106549128029738	-0.486098549749487	"S03"	0.43262317380984	"IS01"
"F2rl1"	"F2rl1"	0.426267676407092	0.294891056799739	-0.157614694393652	-0.167082714904931	-0.183272900457734	0.407513901749693	-0.172570833277721	-0.192213041943478	"S03"	0.426267676407092	"IS01"
"Trp53inp1"	"Trp53inp1"	0.423221136023927	0.256584137795904	0.0531453213436546	-0.040504093757961	-0.008740030991807	0.211336612772125	0.0975478971809133	-0.505555622504548	"S03"	0.423221136023927	"IS01"
"Zfp831"	"Zfp831"	0.411913712473767	0.246001628832854	0.0320790370796311	0.110984910606371	-0.190887833713696	0.178307665560509	-0.0743669194732773	-0.277095279137725	"S03"	0.411913712473767	"IS01"
"B4galnt1"	"B4galnt1"	0.410620727209045	-0.135420511833338	-0.251287071418481	-0.136589378589689	-0.0537047085755008	0.340762925997966	0.224249959728954	-0.29613434226939	"S03"	0.410620727209045	"IS01"
"Tcf7"	"Tcf7"	0.402540353868713	-0.031486036133166	-0.531352213434304	0.188484661294969	-0.141994590020509	0.364027037903002	-0.123763428098842	-0.148108115062999	"S03"	0.402540353868713	"IS01"
"Arhgef1"	"Arhgef1"	0.394111594724226	0.196264206948294	0.0343772795647838	-0.098840269505096	0.0882648541145735	0.0238030421031349	0.127367975381936	-0.409435125246038	"S03"	0.394111594724226	"IS01"
"Rasal3"	"Rasal3"	0.392418480216502	0.232480572243937	-0.178280769579898	0.342432899260393	-0.1287710046881	0.204472859064531	-0.252023617181738	-0.280436766932863	"S03"	0.392418480216502	"IS01"
"Ccdc125"	"Ccdc125"	0.384929014213497	0.214545224871196	0.311970449600697	0.150145021095699	-0.0790384009370661	0.135384511598903	-0.127159178132841	-0.382847165614156	"S03"	0.384929014213497	"IS01"
"Foxp4"	"Foxp4"	0.350443424666109	-0.0802267235701085	0.0432926885220462	-0.192662589243531	0.0767349882517065	0.350036694636468	-0.256468846791477	-0.146104397358156	"S03"	0.350443424666109	"IS01"
"Tmem71"	"Tmem71"	0.346699537618792	0.284417935113305	-0.196698580522604	0.300807811651118	0.0241531005298193	0.288115847960328	-0.357065027805855	-0.374205282208673	"S03"	0.346699537618792	"IS01"
"Dennd2d"	"Dennd2d"	0.341395639800351	0.199928263805753	-0.184211120513272	-0.205688368612587	0.0928768116333205	-0.0786545598023567	0.109745178635113	-0.195038757995048	"S03"	0.341395639800351	"IS01"
"Kcnj8"	"Kcnj8"	0.338957856346662	0.173022411866971	-0.188896161365463	-0.20024328059943	0.155804820670757	0.0958667852766476	-0.0674018189186648	-0.230361172396906	"S03"	0.338957856346662	"IS01"
"Hs3st3b1"	"Hs3st3b1"	0.336852486002348	0.162588762476222	-0.442145634859716	0.114940643218844	0.145511440946391	0.139404054494374	-0.0306957314330861	-0.368049398177943	"S03"	0.336852486002348	"IS01"
"Gbp6"	"Gbp6"	0.335573683719388	0.0357869640902075	-0.232754271097748	0.218118293793859	-0.176658613535129	-0.252993772932335	0.277649694105228	-0.0931441221880563	"S03"	0.335573683719388	"IS01"
"Wdr49"	"Wdr49"	0.335383956956406	0.0131568826186437	0.204036042804046	0.0681153805051198	-0.195821434994492	0.200808438710088	-0.00829924462085502	-0.205373700116175	"S03"	0.335383956956406	"IS01"
"Pbx4"	"Pbx4"	0.326779149201485	-0.176858024567821	-0.16860465008799	0.025428476870168	0.187318611315402	0.00109579290112125	-0.1846036314832	-0.066858579427341	"S03"	0.326779149201485	"IS01"
"Sh2d1a"	"Sh2d1a"	0.312410022378125	0.168607517161579	-0.350375440081076	-0.255471786687817	-0.183393118447051	0.243768102830537	0.0466213109428867	-0.0174307811111711	"S03"	0.312410022378125	"IS01"
"Tnrc6c"	"Tnrc6c"	0.311718937918362	0.272626353088189	0.0903231114032608	0.228730445058299	-0.021589064266708	0.11524513525449	0.0160712098426361	-0.492179823554027	"S03"	0.311718937918362	"IS01"
"Gm49364"	"Gm49364"	0.310788136852416	-0.0530853120826833	-0.285811753867105	-0.0553690862250491	-0.177442209260758	0.227624679047545	0.165085680158353	-0.106745457836318	"S03"	0.310788136852416	"IS01"
"Gm50252"	"Gm50252"	0.31015579106244	-0.151644849364714	0.0873518308600961	-0.0261392503840867	-0.0546308664014719	0.178126400837786	0.101899560427226	-0.209981793305255	"S03"	0.31015579106244	"IS01"
"Cxadr"	"Cxadr"	0.305963558065148	0.232842142534773	-0.233847722677687	0.261693305736113	-0.176286125339691	0.133305651225967	-0.116148023502655	-0.186052340036605	"S03"	0.305963558065148	"IS01"
"Crim1"	"Crim1"	0.30375937935004	0.243381100269879	-0.282737684496445	0.00104558850393854	-0.182216354086904	0.302450935266993	0.0362986737921539	-0.240485835286327	"S03"	0.30375937935004	"IS01"
"Rps6kl1"	"Rps6kl1"	0.30353108322542	-0.10796961046934	-0.102931028647438	-0.109114164643927	-0.1196872426133	0.192471432563611	0.164987766866151	-0.125525644691997	"S03"	0.30353108322542	"IS01"
"Fam189b"	"Fam189b"	0.302555892268833	0.189814864882961	-0.299731518578152	0.188693872018462	-0.105968094300498	-0.0114466249286049	0.0830175457412475	-0.206518267348469	"S03"	0.302555892268833	"IS01"
"Gm12568"	"Gm12568"	0.294390775401703	0.0403837343585419	-0.167867647063298	-0.177951569325051	-0.0492532331277049	0.128896367004782	-0.183796693864924	0.0727742504275516	"S03"	0.294390775401703	"IS01"
"Trib2"	"Trib2"	0.287220899670194	-0.187911639698028	0.265720348566083	-0.00321077731063689	-0.208305150983085	0.286305916480482	-0.0212968535347258	-0.0971562069388273	"S03"	0.287220899670194	"IS01"
"Inpp1"	"Inpp1"	0.283320347917369	-0.0914354743414393	-0.369134368454983	0.132787632914564	0.0474534814404111	0.130385311088732	0.105179378181537	-0.247064056617997	"S03"	0.283320347917369	"IS01"
"Ltb"	"Ltb"	0.274747986959911	0.159452939851375	0.0408955380798575	-0.0884678448708642	-0.353909964001177	0.26078719525696	0.131953982468006	-0.115201539504781	"S03"	0.274747986959911	"IS01"
"Tub"	"Tub"	0.269004484134718	0.167500092870828	-0.118374210209315	-0.125485028490439	-0.137644430475947	-0.128667619792733	0.087964384561314	0.0390136902534417	"S03"	0.269004484134718	"IS01"
"Traf1"	"Traf1"	0.250045737165215	-0.105868848092141	-0.434850512273432	-0.0150068802194217	-0.0135409614096515	0.0904429290399068	0.196275142653017	-0.108589883211697	"S03"	0.250045737165215	"IS01"
"Cnga1"	"Cnga1"	0.238464298564514	0.216246183474574	-0.118996192574159	-0.126144373753526	0.0539690857011827	0.11085086295187	-0.130287802088496	-0.145117308017267	"S03"	0.238464298564514	"IS01"
"Gm45029"	"Gm45029"	0.237861901949747	-0.124650600689749	-0.11883357265756	-0.125971985149357	0.032539261336484	-0.129166926801696	0.135923422585627	0.0194656137750575	"S03"	0.237861901949747	"IS01"
"Traj9"	"Traj9"	0.227579722540424	0.160183525628599	-0.117375361483406	-0.12442617825096	-0.136482978469076	0.0898186346917706	-0.128513169507378	0.0641638621622983	"S03"	0.227579722540424	"IS01"
"Sigirr"	"Sigirr"	0.224092952786867	-0.00639361470846828	-0.264543769801746	0.1721591683318	-0.0523983521659284	0.161842326916301	-0.175099838987469	-0.0591943016653189	"S03"	0.224092952786867	"IS01"
"Gm47345"	"Gm47345"	0.214061188655444	0.198263453712796	-0.118873216551229	-0.126014010478335	0.0678062244682115	0.122781171064114	-0.130153156807915	-0.144967337257596	"S03"	0.214061188655444	"IS01"
"Tecpr1"	"Tecpr1"	0.201036716447965	0.0934564032712753	-0.33706074422573	0.0987229779562966	0.0474922662087088	0.0513382728233496	-0.02383022290779	-0.155507453870814	"S03"	0.201036716447965	"IS01"
"Gm46563"	"Gm46563"	0.185773159678072	-0.138860699173897	-0.132380533212448	0.0998335763151287	-0.153930852572614	-0.143891883926574	0.0402793917145134	0.166862372865979	"S03"	0.185773159678072	"IS01"
"Islr2"	"Islr2"	0.181380751852745	0.139599066073182	-0.133091623992299	-0.141086527200317	0.0209117908395576	-0.144664808687282	0.0573526304889252	-0.00188535091812827	"S03"	0.181380751852745	"IS01"
"Gvin-ps6"	"Gvin-ps6"	0.174076154380225	0.018739667027335	-0.484122035614656	-0.162083856728121	0.159934533233353	0.0444708099848674	0.154137346464035	-0.135867964427068	"S03"	0.174076154380225	"IS01"
"Gm14455"	"Gm14455"	0.173126472623635	0.122914284357422	0.101228483464719	-0.0355301228891723	-0.00967665010811582	0.0679811168400922	-0.227628266254646	-0.0316931113981352	"S03"	0.173126472623635	"IS01"
"Rph3al"	"Rph3al"	0.156378831139993	-0.0787519078932626	0.107971426825491	0.101723389074393	0.0806083208592719	-0.102300549932394	-0.0908471640314736	-0.0606356508362138	"S03"	0.156378831139993	"IS01"
"Gm37004"	"Gm37004"	0.366790508492277	-0.136285182444939	-0.475378174050496	-0.33568591832237	-0.438465667963732	1.16822080334382	0.49521584967612	-0.482628040494303	"S04"	1.16822080334382	"IS06"
"Cd4"	"Cd4"	-0.30444859267225	-0.307642109378602	-0.293285477607601	0.0816762840284545	-0.341029625125117	1.16372566224832	-0.100521342177994	-0.0538552411149875	"S04"	1.16372566224832	"IS06"
"Themis"	"Themis"	0.849471253264291	0.187017977963199	-0.863883294860086	-0.339812982481253	-1.00451545913964	1.0934471627897	0.619258313197733	-0.294970801181008	"S04"	1.0934471627897	"IS06"
"Cd28"	"Cd28"	0.0517169880653611	0.146653193338346	-0.458657839723216	0.165327182042549	-0.415115739123511	1.04545402310346	-0.13098226121861	-0.280310198133284	"S04"	1.04545402310346	"IS06"
"Shisa5"	"Shisa5"	-0.37825446276759	0.259235116104064	-0.0661860528232409	-0.0323058864489922	-0.165735799316567	0.977247430707102	-0.0132831113083186	-0.395423872543312	"S04"	0.977247430707102	"IS06"
"Cd3g"	"Cd3g"	-0.176219443828198	0.819677753746288	-0.391914663528301	-0.304906743389421	-0.384199265800964	0.972572732835999	0.00290893559946996	-0.345563387540335	"S04"	0.972572732835999	"IS06"
"Rundc3b"	"Rundc3b"	-0.0160597255115528	0.496406788292109	-0.374638510662846	0.0235199961958782	-0.0889687199182496	0.93095891421028	-0.315805905698324	-0.456876232515666	"S04"	0.93095891421028	"IS06"
"Thy1"	"Thy1"	-0.0231476597782717	0.144126605167592	-0.521915353022649	0.0778563372039099	-0.23195164340553	0.912635207086723	-0.016800654658406	-0.330378518132104	"S04"	0.912635207086723	"IS06"
"Cd40lg"	"Cd40lg"	-0.243035985307871	-0.0599350454818869	-0.234124665846583	0.247499883743513	-0.272237983542538	0.911841627448375	-0.133998423549524	-0.18744826119145	"S04"	0.911841627448375	"IS06"
"4930549P19Rik"	"4930549P19Rik"	-0.123137676416004	-0.124429330364424	-0.11862262828075	-0.125748369202209	-0.137933288698547	0.889669712105628	-0.129878790088413	-0.144661741805793	"S04"	0.889669712105628	"IS06"
"Cd5"	"Cd5"	0.423128157402829	-0.124622765243463	-0.397063764198313	-0.1239636034566	-0.461702051393387	0.886987645124134	0.168983383886865	-0.232107921746928	"S04"	0.886987645124134	"IS06"
"Bmp7"	"Bmp7"	-0.250990580406863	0.246989180063984	-0.241787592458611	0.026306878826322	-0.281148363323966	0.884997718464905	-0.264730940648114	-0.102353902536942	"S04"	0.884997718464905	"IS06"
"Kcnn4"	"Kcnn4"	0.360541952464757	-0.173557612647146	-0.37497157829106	0.116959885634668	-0.43601346312914	0.869287170462619	-0.22553689794306	-0.0635049717090117	"S04"	0.869287170462619	"IS06"
"Bcl11b"	"Bcl11b"	0.261680624190866	0.448978709952855	-0.934546140459246	0.51282719633026	-0.815141436487196	0.862795076337618	0.190152818958619	-0.331786456563846	"S04"	0.862795076337618	"IS06"
"Rps27"	"Rps27"	0.153981699679336	0.132930038593007	0.148307796550718	-0.0571762394912272	-0.291387801022689	0.816750635898069	-0.140691895122925	-0.322734325975452	"S04"	0.816750635898069	"IS06"
"Tesc"	"Tesc"	0.104890903762198	-0.0750878968931084	-0.233258615889627	-0.0873163115871515	-0.167067277268844	0.811322666741707	-0.131462403092392	-0.184858266290427	"S04"	0.811322666741707	"IS06"
"Itga4"	"Itga4"	0.0785759101497873	-0.286490212492631	0.537681653774897	-0.735581547197032	0.222890246112597	0.808925307783611	0.389525645818865	-0.616425310418229	"S04"	0.808925307783611	"IS06"
"Cd3d"	"Cd3d"	0.100549056979591	0.128535453699773	-0.325994403465078	-0.235223757035709	-0.307388406357592	0.801924998916238	0.0479802820818839	-0.170240397344106	"S04"	0.801924998916238	"IS06"
"Trat1"	"Trat1"	-0.030089731218807	0.0462065258707066	-0.326208871025939	-0.0838314225735963	-0.304616898766075	0.798291489875098	0.308259360986679	-0.32608926157092	"S04"	0.798291489875098	"IS06"
"Gm38244"	"Gm38244"	0.137566339089819	-0.227496762506932	-0.216880246923275	-0.0641796398008522	0.0668408376938568	0.797632329809299	-0.237460124368549	-0.264488106003994	"S04"	0.797632329809299	"IS06"
"Cd6"	"Cd6"	0.572588130722498	-0.0159614015649544	-0.430379217807214	-0.265753139755883	-0.500440950938621	0.783795736314006	0.172442605400383	-0.170281276594322	"S04"	0.783795736314006	"IS06"
"Ppp2r2c"	"Ppp2r2c"	0.176285919087392	-0.139289731747656	-0.132789544266099	-0.140766301342154	-0.154406446821045	0.773896732793359	-0.145390011970181	-0.161938468617194	"S04"	0.773896732793359	"IS06"
"Cyld"	"Cyld"	-0.217875461594459	0.656864970617373	-0.446669192159381	-0.0868575493363342	-0.0852454532965544	0.769764591939299	0.0638858382012687	-0.519072636664278	"S04"	0.769764591939299	"IS06"
"Atxn1"	"Atxn1"	0.0404480328747995	0.31151678727909	-0.846256614034387	0.432601798796071	-0.578295771755318	0.764054290797088	0.649350070858904	-0.593538242988713	"S04"	0.764054290797088	"IS06"
"Sntb1"	"Sntb1"	0.28901830049762	0.185825167328834	-0.529750902235222	0.201521712187345	-0.606523161788731	0.762029342150306	0.277635919571707	-0.332208024426068	"S04"	0.762029342150306	"IS06"
"Gm30373"	"Gm30373"	-0.163742358305487	-0.165459935490509	-0.157738471834286	-0.167213927739525	-0.183416827714286	0.759616782554229	-0.17270635602294	0.0790980418095332	"S04"	0.759616782554229	"IS06"
"Gm28177"	"Gm28177"	0.0721475504586832	0.259108028404652	-0.168578057254641	-0.178704654333541	-0.196020996807722	0.750857259210949	-0.184574515242307	-0.205582996652001	"S04"	0.750857259210949	"IS06"
"Cd247"	"Cd247"	0.707360854804009	-0.0924476307252627	-1.06013651968268	-0.0494043930103467	0.205899078130346	0.743470416872744	0.107102284817135	-0.679315531864438	"S04"	0.743470416872744	"IS06"
"Cd96"	"Cd96"	0.355207651755617	0.598008541305276	-0.571841834711773	-0.0448837789263991	-0.303972115312955	0.717147091927859	-0.0330324592755602	-0.448729140129823	"S04"	0.717147091927859	"IS06"
"Pde7a"	"Pde7a"	0.260757567230513	0.614984014607404	-0.38316011685065	-0.0017040038973075	-0.147651407184182	0.712538198583349	-0.158054101143249	-0.539735850664966	"S04"	0.712538198583349	"IS06"
"Rab11fip4"	"Rab11fip4"	-0.0265119773596293	-0.227556110826201	-0.216936825654312	-0.229968366417999	-0.252252122853851	0.71079298223391	0.355368436367432	-0.163400580479057	"S04"	0.71079298223391	"IS06"
"Gm16093"	"Gm16093"	0.573014348697316	0.0376839271336794	-0.122999221778363	-0.15197237438596	-0.186310693716746	0.70310892905419	-0.124891694761767	-0.367131737597442	"S04"	0.70310892905419	"IS06"
"Heg1"	"Heg1"	-0.123910309833035	-0.151836172597878	0.151437414090503	0.205889775702656	-0.234519650037934	0.697574901933057	0.118087845371949	-0.344419715047518	"S04"	0.697574901933057	"IS06"
"Kcnmb4"	"Kcnmb4"	0.646307729727486	-0.177329086624433	-0.169053729248627	-0.179208900263562	-0.196574103777473	0.68706289491022	-0.185095323994847	-0.206163084449545	"S04"	0.68706289491022	"IS06"
"Prkca"	"Prkca"	0.273033926083415	0.307892194389102	-0.408400011176356	-0.350607238915204	0.0903281947793572	0.679685041520339	0.199934774590492	-0.62101051372021	"S04"	0.679685041520339	"IS06"
"Id2"	"Id2"	-0.245295074431441	-0.0148098641187546	-0.654220083073649	-0.173566309504367	0.415095090373126	0.677614031955243	0.321209731508742	-0.614780788164326	"S04"	0.677614031955243	"IS06"
"Ms4a4b"	"Ms4a4b"	0.569319911651939	0.561058607280559	-1.21197137675834	-0.463116120553507	0.127427894826364	0.677162202326586	0.34481271846404	-0.72384370259869	"S04"	0.677162202326586	"IS06"
"Rps16"	"Rps16"	-0.0302961777134647	0.328183999760987	0.155999956957118	0.0589703820192466	-0.101585150881071	0.671379185583593	-0.202291603457738	-0.432222768454697	"S04"	0.671379185583593	"IS06"
"Mir142hg"	"Mir142hg"	-0.0341812839374548	0.448185949898916	-0.360411292616961	0.11267349390163	0.451492376974723	0.665028660357938	-0.00325750552581493	-0.984992068081589	"S04"	0.665028660357938	"IS06"
"Axin2"	"Axin2"	0.303396143523476	-0.245248070592399	-0.23380316063142	-0.112662030810929	-0.162370283512943	0.659747900789785	0.0143702950820583	-0.180490536788193	"S04"	0.659747900789785	"IS06"
"Grap2"	"Grap2"	0.378837630876389	0.637449690905777	-0.432005195593728	0.0599380320720667	-0.455317367499034	0.653823902429366	0.304217268499971	-0.628182569444454	"S04"	0.653823902429366	"IS06"
"Art2b"	"Art2b"	-0.0101182119871168	-0.161961582346852	-0.285917263617425	-0.150688480569758	-0.247004993042267	0.65211724723835	0.346975318571362	-0.188613141095822	"S04"	0.65211724723835	"IS06"
"Polr3g"	"Polr3g"	-0.0850823373889037	0.0695097137791469	-0.241844002905348	0.018236127647198	-0.0838813904178686	0.644388481973458	0.0241505473155494	-0.294931710860181	"S04"	0.644388481973458	"IS06"
"Itk"	"Itk"	0.34239167924889	0.584536203510822	-0.873723310906328	0.326004326981347	-0.241739971209498	0.643217892317097	0.005396539895202	-0.585570116129278	"S04"	0.643217892317097	"IS06"
"Coro1a"	"Coro1a"	-0.175577351069081	0.323253566218119	0.318132212874469	-0.205392164952061	-0.309617610775878	0.640131756857501	-0.145432259492658	-0.102942215266239	"S04"	0.640131756857501	"IS06"
"Fryl"	"Fryl"	-0.168586693581125	0.420242766997934	-0.807377107870874	0.0703911950125928	0.239100625896261	0.633425150566629	0.156677556062679	-0.664700056132852	"S04"	0.633425150566629	"IS06"
"Inpp4b"	"Inpp4b"	0.185563151614818	0.598826441667916	0.598878297379154	0.614230709197875	-1.1559692112129	0.632869266559583	0.093437828872498	-0.346169136066939	"S04"	0.632869266559583	"IS06"
"Pde11a"	"Pde11a"	0.292410300862083	-0.151060549967626	-0.350489991377148	-0.0191983310784108	-0.337460338425686	0.631303229291234	0.432793457663365	-0.349846175628123	"S04"	0.631303229291234	"IS06"
"Siah3"	"Siah3"	-0.123075919991579	-0.124366926145336	-0.118563136258554	0.186891031250022	-0.137864111928551	0.62480772576129	-0.129813652837833	-0.144589190559212	"S04"	0.62480772576129	"IS06"
"Leprotl1"	"Leprotl1"	0.351693721485339	0.0844559435281209	-0.391102361437456	0.0907942973062844	-0.3137660109628	0.623027068695086	-0.164707517156736	-0.158368458465253	"S04"	0.623027068695086	"IS06"
"Dgka"	"Dgka"	0.548796245538427	-0.128711954424155	-0.28903729326314	-0.043433319572324	-0.411658768264745	0.61966727561488	-0.124658075366894	-0.0366669883263948	"S04"	0.61966727561488	"IS06"
"Gm44175"	"Gm44175"	0.336155013059075	0.449841574294111	-0.225373574741349	-0.238911916686942	-0.262062296210871	0.61852356413667	-0.116772819225465	-0.274845822855304	"S04"	0.61852356413667	"IS06"
"Trbc1"	"Trbc1"	-0.319259895907601	0.158611110480758	-0.581368891273621	-0.133720541781456	0.415067520231498	0.618377230985763	-0.21649078434968	-0.312246840817557	"S04"	0.618377230985763	"IS06"
"Ttc39b"	"Ttc39b"	0.0688497464863698	0.386907184659357	-0.269840887343768	0.071401782190367	-0.035419317191961	0.614738721843283	-0.183579351627373	-0.428138957549228	"S04"	0.614738721843283	"IS06"
"Cd52"	"Cd52"	0.0369434231278892	0.519701823502714	-0.275433836960655	0.086286284250487	0.0984563119301258	0.610823163595508	-0.302266850824471	-0.520868607784736	"S04"	0.610823163595508	"IS06"
"Chd3"	"Chd3"	0.15221103625041	-0.244921026237445	-0.787417277714369	0.138837701512251	-0.180868853079582	0.610219790616477	0.298177821434983	-0.236063763770932	"S04"	0.610219790616477	"IS06"
"Pak6"	"Pak6"	-0.122891942438059	-0.124181018757339	-0.118385904548663	-0.125497425316604	-0.137658028544957	0.605767481708425	-0.129619603520434	0.0365026656821353	"S04"	0.605767481708425	"IS06"
"Gm44153"	"Gm44153"	0.177480845913855	-0.04097823863191	-0.217022164629508	0.120109524258782	-0.0333158240962696	0.604818524754791	-0.237615508718439	-0.264661176377449	"S04"	0.604818524754791	"IS06"
"Nlk"	"Nlk"	0.342584828654543	0.254348879396859	-0.208357986202515	0.0371124398097469	0.191598126214765	0.600407734279703	-0.438171330607709	-0.502617747927977	"S04"	0.600407734279703	"IS06"
"Arhgap27os3"	"Arhgap27os3"	0.0236503273405167	-0.0620773898846689	0.017062340326106	-0.186191375280388	-0.150338090216152	0.599719997064817	-0.0808628509116675	-0.0833715084877449	"S04"	0.599719997064817	"IS06"
"Il2"	"Il2"	-0.164030536118027	-0.165751136147237	-0.158016083127032	0.0489954437946478	-0.0377047956012124	0.596660084011632	0.0259305483524153	-0.19270254039882	"S04"	0.596660084011632	"IS06"
"Ifi47"	"Ifi47"	0.375960375298168	-0.0318077562091463	-0.331503506253431	-0.123015538739245	-0.0884687352675724	0.589283874364483	-0.0696841196786055	-0.249742873580336	"S04"	0.589283874364483	"IS06"
"Skap1"	"Skap1"	0.356575071486066	0.271679448181776	-2.22080725444463	-0.0738465816800585	0.278093057128089	0.585844044925472	0.372219662100906	-0.503858509573769	"S04"	0.585844044925472	"IS06"
"Gm37766"	"Gm37766"	-0.19665935411632	0.20777873765897	-0.189448511132055	0.0029962274112111	-0.100626707516605	0.584542762106906	-0.207425377151885	-0.111925687887435	"S04"	0.584542762106906	"IS06"
"Ehd3"	"Ehd3"	0.428782017817193	0.0660450782745474	-0.249751886528729	-0.10207031404474	-0.191958829092985	0.584466022952705	-0.150127951251937	-0.209800792698292	"S04"	0.584466022952705	"IS06"
"Gm34983"	"Gm34983"	0.116983807841548	0.0863050775530668	-0.225057779175144	-0.238577151069057	-0.0372622277682631	0.582484094669271	-0.104727729172312	-0.17495926745806	"S04"	0.582484094669271	"IS06"
"Atp2b4"	"Atp2b4"	-0.205077862039809	0.421423496123146	-0.548247094174148	-0.142163072693972	-0.201065258688743	0.577794091539522	0.475143964789656	-0.400372069552403	"S04"	0.577794091539522	"IS06"
