"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"Dok2"	"Dok2"	-0.295327221828687	0.0712134757621724	0.716898216000181	-0.0316371909252655	-0.259433906543546	-0.309930059763133	0.38926457651025	"S01"	0.716898216000181	"IS03"
"Adgre4"	"Adgre4"	0.522162364934767	-0.331851859325846	0.710006027352719	-0.202503924992563	-0.407947117661959	-0.373276222548743	0.00585792419355156	"S01"	0.710006027352719	"IS03"
"St3gal3"	"St3gal3"	-0.146358198328819	-0.298152544538695	0.705865375118182	0.22110599840825	-0.238357515065631	-0.56897583681435	0.288057918914448	"S01"	0.705865375118182	"IS03"
"Lrp1"	"Lrp1"	-0.00984459295242734	0.177881490859629	0.70012554470828	-0.091417744564395	-0.312875558341798	-0.341403100401383	0.172338003745001	"S01"	0.70012554470828	"IS03"
"Far1"	"Far1"	-0.0670237341479316	-0.285368483012504	0.693470101406912	0.157712723475736	-0.321460103536834	-0.584192244270051	0.395193733266264	"S01"	0.693470101406912	"IS03"
"Mbtd1"	"Mbtd1"	0.00230613828112349	-0.00875787839817022	0.690945112260536	0.281371374100717	-0.308738955256472	-0.677191256611701	0.119769384616147	"S01"	0.690945112260536	"IS03"
"Cd300lb"	"Cd300lb"	0.0135776679651835	0.0998882171897179	0.688498301650765	-0.120260121140717	-0.0636523705132157	-0.254322015428421	-0.210382461479126	"S01"	0.688498301650765	"IS03"
"Vps9d1"	"Vps9d1"	-0.132195983761329	-0.026410961428384	0.687206341835203	0.0283013549576936	-0.293637004765276	-0.231962821637948	0.170327672463095	"S01"	0.687206341835203	"IS03"
"Blnk"	"Blnk"	0.159484204198251	-0.372346372703568	0.683002038795795	0.319650904447456	-0.36270633376063	-0.570472502329457	0.0302745915296081	"S01"	0.683002038795795	"IS03"
"Clec4a2"	"Clec4a2"	0.0306038755137495	0.00769707395490782	0.681027075062024	-0.00479196900904152	-0.345264010028842	-0.356770831748528	0.17579413149258	"S01"	0.681027075062024	"IS03"
"Themis2"	"Themis2"	-0.269064563078887	0.321302716426391	0.680141473773502	0.174105731007163	-0.343083426610683	-0.402480001096058	0.254642421281684	"S01"	0.680141473773502	"IS03"
"Adam8"	"Adam8"	-0.298598205941473	-0.0573051218655682	0.679968068922405	-0.215840375456713	-0.387260659699601	-0.0682124085445273	0.655282583584885	"S01"	0.679968068922405	"IS03"
"Daglb"	"Daglb"	-0.196632359985567	0.0672950655726387	0.675447969960884	0.301339258776681	-0.260754547278354	-0.518072110481665	0.120699109005763	"S01"	0.675447969960884	"IS03"
"Gm37534"	"Gm37534"	-0.132187981459422	-0.0713792823126591	0.673470782970267	0.146559152970446	-0.19452934782143	-0.210561458413019	-0.0869977439810685	"S01"	0.673470782970267	"IS03"
"Hlcs"	"Hlcs"	-0.235207852752609	-0.13048456730189	0.671298528618152	0.186532957472027	-0.168125818863344	-0.599954251020988	0.320911893781326	"S01"	0.671298528618152	"IS03"
"Espn"	"Espn"	-0.235608073851826	-0.177845864132696	0.668334387847895	0.169532027989718	-0.19533683131306	-0.192958561913422	0.0520662529977623	"S01"	0.668334387847895	"IS03"
